# Interceptor: Micromissile launched from Hydra-70 at 11.3 degrees above horizon
# Target: Drone at (6000, 0, 150) moving at (-10, 0, 0)
# Controller: MPC controller until 1 km to target, then proportional navigation
# MPC controller: distance cost factor = 0.25, speed cost factor = 1

Time since launch [s],Distance to target [m],Interceptor speed [m/s]
4.83,1620.97,695.999
4.84,1614.24,694.232
4.85,1607.53,692.46
4.86,1600.84,690.709
4.87,1594.16,688.99
4.88,1587.5,687.252
4.89,1580.86,685.53
4.9,1574.23,683.988
4.91,1567.62,682.453
4.92,1561.02,680.648
4.93,1554.44,678.852
4.94,1547.88,677.105
4.95,1541.33,675.406
4.96,1534.8,673.73
4.97,1528.28,672.071
4.98,1521.78,670.43
4.99,1515.3,668.955
5,1508.83,667.485
5.01,1502.38,665.759
5.02,1495.94,664.041
5.03,1489.52,662.36
5.04,1483.11,660.918
5.05,1476.72,659.226
5.06,1470.34,657.573
5.07,1463.98,655.966
5.08,1457.63,654.385
5.09,1451.3,652.98
5.1,1444.98,651.329
5.11,1438.68,649.735
5.12,1432.39,648.18
5.13,1426.12,646.634
5.14,1419.86,645.101
5.15,1413.61,643.573
5.16,1407.38,642.216
5.17,1401.17,640.618
5.18,1394.97,639.274
5.19,1388.78,637.691
5.2,1382.61,636.12
5.21,1376.45,634.601
5.22,1370.31,633.109
5.23,1364.18,631.632
5.24,1358.07,630.324
5.25,1351.97,628.785
5.26,1345.88,627.29
5.27,1339.8,626
5.28,1333.75,624.716
5.29,1327.7,623.204
5.3,1321.67,621.7
5.31,1315.65,620.434
5.32,1309.65,618.943
5.33,1303.66,617.459
5.34,1297.68,615.983
5.35,1291.72,614.74
5.36,1285.77,613.277
5.37,1279.83,612.044
5.38,1273.91,610.593
5.39,1268,609.15
5.4,1262.1,607.713
5.41,1256.22,606.283
5.42,1250.35,604.894
5.43,1244.49,603.515
5.44,1238.64,602.157
5.45,1232.81,600.812
5.46,1226.99,599.488
5.47,1221.19,598.153
5.48,1215.39,596.848
5.49,1209.61,595.551
5.5,1203.84,594.214
5.51,1198.09,592.895
5.52,1192.34,591.743
5.53,1186.61,590.388
5.54,1180.89,589.044
5.55,1175.19,587.907
5.56,1169.5,586.57
5.57,1163.82,585.238
5.58,1158.15,583.921
5.59,1152.49,582.754
5.6,1146.85,581.642
5.61,1141.22,580.333
5.62,1135.6,579.03
5.63,1129.99,577.733
5.64,1124.4,576.442
5.65,1118.82,575.158
5.66,1113.25,573.903
5.67,1107.69,572.663
5.68,1102.14,571.436
5.69,1096.6,570.213
5.7,1091.08,569.026
5.71,1085.57,567.967
5.72,1080.07,566.91
5.73,1074.58,565.667
5.74,1069.11,564.429
5.75,1063.64,563.197
5.76,1058.19,561.971
5.77,1052.75,560.75
5.78,1047.32,559.534
5.79,1041.9,558.324
5.8,1036.49,557.144
5.81,1031.1,555.96
5.82,1025.71,554.793
5.83,1020.34,553.631
5.84,1014.98,552.477
5.85,1009.63,551.479
5.86,1004.29,550.304
5.87,998.962,549.133
5.88,993.645,547.608
5.89,988.336,546.094
5.9,983.036,544.59
5.91,977.745,543.098
5.92,972.463,541.616
5.93,967.19,540.145
5.94,961.925,538.684
5.95,956.67,537.234
5.96,951.424,535.794
5.97,946.186,534.365
5.98,940.958,532.945
5.99,935.739,531.536
6,930.528,530.137
6.01,925.327,528.748
6.02,920.135,527.369
6.03,914.952,525.999
6.04,909.777,524.64
6.05,904.613,523.29
6.06,899.457,521.949
6.07,894.31,520.618
6.08,889.172,519.297
6.09,884.044,517.984
6.1,878.924,516.681
6.11,873.814,515.387
6.12,868.713,514.103
6.13,863.62,512.827
6.14,858.537,511.56
6.15,853.463,510.302
6.16,848.398,509.053
6.17,843.342,507.813
6.18,838.295,506.581
6.19,833.257,505.358
6.2,828.228,504.143
6.21,823.208,502.937
6.22,818.197,501.739
6.23,813.195,500.55
6.24,808.202,499.368
6.25,803.218,498.195
6.26,798.244,497.03
6.27,793.278,495.873
6.28,788.321,494.724
6.29,783.373,493.583
6.3,778.434,492.45
6.31,773.503,491.324
6.32,768.582,490.206
6.33,763.67,489.096
6.34,758.766,487.993
6.35,753.871,486.898
6.36,748.985,485.81
6.37,744.108,484.73
6.38,739.24,483.657
6.39,734.38,482.591
6.4,729.529,481.532
6.41,724.687,480.481
6.42,719.853,479.436
6.43,715.029,478.399
6.44,710.213,477.368
6.45,705.405,476.345
6.46,700.606,475.328
6.47,695.816,474.318
6.48,691.034,473.315
6.49,686.261,472.318
6.5,681.496,471.328
6.51,676.739,470.345
6.52,671.991,469.368
6.53,667.252,468.397
6.54,662.521,467.433
6.55,657.798,466.476
6.56,653.084,465.524
6.57,648.378,464.579
6.58,643.68,463.64
6.59,638.991,462.707
6.6,634.309,461.78
6.61,629.636,460.86
6.62,624.971,459.945
6.63,620.314,459.036
6.64,615.666,458.133
6.65,611.025,457.236
6.66,606.393,456.345
6.67,601.769,455.459
6.68,597.153,454.579
6.69,592.544,453.705
6.7,587.944,452.836
6.71,583.351,451.973
6.72,578.767,451.115
6.73,574.19,450.263
6.74,569.621,449.417
6.75,565.059,448.575
6.76,560.506,447.739
6.77,555.961,446.908
6.78,551.423,446.083
6.79,546.892,445.263
6.8,542.37,444.448
6.81,537.855,443.638
6.82,533.347,442.833
6.83,528.847,442.033
6.84,524.355,441.238
6.85,519.869,440.448
6.86,515.392,439.663
6.87,510.922,438.883
6.88,506.459,438.107
6.89,502.004,437.337
6.9,497.556,436.571
6.91,493.115,435.81
6.92,488.681,435.054
6.93,484.255,434.302
6.94,479.836,433.555
6.95,475.424,432.812
6.96,471.019,432.074
6.97,466.621,431.341
6.98,462.231,430.612
6.99,457.847,429.887
7,453.47,429.167
7.01,449.1,428.451
7.02,444.737,427.74
7.03,440.381,427.033
7.04,436.032,426.33
7.05,431.69,425.631
7.06,427.354,424.937
7.07,423.025,424.246
7.08,418.703,423.56
7.09,414.388,422.878
7.1,410.079,422.2
7.11,405.777,421.526
7.12,401.482,420.856
7.13,397.193,420.19
7.14,392.91,419.528
7.15,388.634,418.87
7.16,384.365,418.216
7.17,380.102,417.565
7.18,375.845,416.919
7.19,371.595,416.276
7.2,367.351,415.637
7.21,363.113,415.002
7.22,358.882,414.37
7.23,354.656,413.743
7.24,350.438,413.118
7.25,346.225,412.498
7.26,342.018,411.881
7.27,337.817,411.268
7.28,333.623,410.658
7.29,329.434,410.052
7.3,325.252,409.449
7.31,321.076,408.85
7.32,316.905,408.254
7.33,312.741,407.662
7.34,308.582,407.073
7.35,304.429,406.487
7.36,300.282,405.905
7.37,296.141,405.326
7.38,292.005,404.751
7.39,287.876,404.178
7.4,283.752,403.609
7.41,279.634,403.044
7.42,275.521,402.481
7.43,271.414,401.922
7.44,267.313,401.366
7.45,263.217,400.813
7.46,259.127,400.263
7.47,255.042,399.716
7.48,250.963,399.172
7.49,246.889,398.632
7.5,242.82,398.094
7.51,238.757,397.56
7.52,234.699,397.028
7.53,230.647,396.499
7.54,226.599,395.974
7.55,222.557,395.451
7.56,218.521,394.932
7.57,214.489,394.415
7.58,210.463,393.901
7.59,206.441,393.39
7.6,202.425,392.882
7.61,198.414,392.376
7.62,194.408,391.874
7.63,190.407,391.374
7.64,186.411,390.877
7.65,182.42,390.383
7.66,178.434,389.892
7.67,174.453,389.403
7.68,170.477,388.917
7.69,166.505,388.434
7.7,162.539,387.953
7.71,158.577,387.475
7.72,154.62,387
7.73,150.668,386.527
7.74,146.721,386.057
7.75,142.778,385.589
7.76,138.84,385.124
7.77,134.906,384.662
7.78,130.978,384.202
7.79,127.053,383.745
7.8,123.134,383.291
7.81,119.219,382.838
7.82,115.308,382.389
7.83,111.402,381.941
7.84,107.501,381.497
7.85,103.604,381.055
7.86,99.7112,380.615
7.87,95.823,380.177
7.88,91.9392,379.742
7.89,88.0595,379.31
7.9,84.1844,378.88
7.91,80.3134,378.452
7.92,76.4465,378.023
7.93,72.5842,377.594
7.94,68.7262,377.164
7.95,64.8724,376.734
7.96,61.0229,376.304
7.97,57.1777,375.874
7.98,53.3368,375.443
7.99,49.5003,375.011
8,45.6679,374.579
8.01,41.8398,374.147
8.02,38.0163,373.715
8.03,34.1968,373.282
8.04,30.3819,372.848
8.05,26.5711,372.415
8.06,22.7645,371.98
8.07,18.9625,371.546
8.08,15.1647,371.111
8.09,11.3713,370.676
8.1,7.58211,370.241
8.11,3.79726,369.806
8.12,0.0167145,369.373
