# Interceptor: Micromissile launched from Hydra-70 at 11.3 degrees above horizon
# Target: Drone at (6000, 0, 150) moving at (-10, 0, 0)
# Controller: MPC controller until 1 km to target, then proportional navigation
# MPC controller: distance cost factor = 1, speed cost factor = 1

Time since launch [s],Distance to target [m],Interceptor speed [m/s]
4.83,1611.66,692.218
4.84,1604.83,690.639
4.85,1598.02,688.785
4.86,1591.22,686.941
4.87,1584.43,685.387
4.88,1577.67,683.561
4.89,1570.92,682.025
4.9,1564.18,680.22
4.91,1557.46,678.7
4.92,1550.76,677.185
4.93,1544.07,675.674
4.94,1537.4,674.171
4.95,1530.74,672.405
4.96,1524.1,670.914
4.97,1517.48,669.165
4.98,1510.87,667.425
4.99,1504.28,665.959
5,1497.7,664.235
5.01,1491.14,662.782
5.02,1484.59,661.075
5.03,1478.06,659.638
5.04,1471.54,657.975
5.05,1465.04,656.553
5.06,1458.55,654.944
5.07,1452.08,653.535
5.08,1445.62,651.875
5.09,1439.18,650.477
5.1,1432.75,649.088
5.11,1426.34,647.45
5.12,1419.94,646.071
5.13,1413.56,644.449
5.14,1407.19,643.085
5.15,1400.83,641.723
5.16,1394.49,640.122
5.17,1388.16,638.771
5.18,1381.85,637.186
5.19,1375.55,635.608
5.2,1369.27,634.28
5.21,1363,632.716
5.22,1356.74,631.4
5.23,1350.5,629.891
5.24,1344.28,628.586
5.25,1338.06,627.283
5.26,1331.86,625.985
5.27,1325.67,624.462
5.28,1319.5,623.176
5.29,1313.34,621.895
5.3,1307.2,620.392
5.31,1301.07,618.896
5.32,1294.95,617.407
5.33,1288.84,616.151
5.34,1282.75,614.675
5.35,1276.67,613.281
5.36,1270.61,612.042
5.37,1264.55,610.81
5.38,1258.52,609.36
5.39,1252.49,607.917
5.4,1246.48,606.699
5.41,1240.48,605.269
5.42,1234.49,604.063
5.43,1228.52,602.645
5.44,1222.56,601.325
5.45,1216.61,600.135
5.46,1210.67,598.735
5.47,1204.75,597.555
5.48,1198.84,596.167
5.49,1192.94,594.998
5.5,1187.05,593.622
5.51,1181.18,592.289
5.52,1175.32,591.135
5.53,1169.47,589.983
5.54,1163.64,588.63
5.55,1157.82,587.284
5.56,1152,586.147
5.57,1146.21,585.015
5.58,1140.42,583.685
5.59,1134.65,582.563
5.6,1128.88,581.244
5.61,1123.13,579.931
5.62,1117.4,578.82
5.63,1111.67,577.517
5.64,1105.95,576.221
5.65,1100.25,575.126
5.66,1094.56,574.032
5.67,1088.88,572.946
5.68,1083.22,571.67
5.69,1077.56,570.59
5.7,1071.92,569.325
5.71,1066.29,568.065
5.72,1060.67,566.811
5.73,1055.06,565.563
5.74,1049.46,564.511
5.75,1043.87,563.461
5.76,1038.3,562.227
5.77,1032.74,560.999
5.78,1027.18,559.776
5.79,1021.64,558.559
5.8,1016.11,557.532
5.81,1010.6,556.325
5.82,1005.09,555.305
5.83,999.593,554.107
5.84,994.108,552.676
5.85,988.634,551.255
5.86,983.17,549.843
5.87,977.717,548.441
5.88,972.274,547.049
5.89,966.842,545.666
5.9,961.42,544.292
5.91,956.009,542.928
5.92,950.608,541.573
5.93,945.217,540.227
5.94,939.837,538.89
5.95,934.467,537.562
5.96,929.107,536.244
5.97,923.758,534.934
5.98,918.419,533.632
5.99,913.091,532.34
6,907.773,531.056
6.01,902.465,529.781
6.02,897.167,528.514
6.03,891.879,527.255
6.04,886.601,526.005
6.05,881.334,524.764
6.06,876.077,523.53
6.07,870.829,522.304
6.08,865.592,521.087
6.09,860.365,519.877
6.1,855.147,518.676
6.11,849.94,517.482
6.12,844.743,516.296
6.13,839.556,515.118
6.14,834.378,513.947
6.15,829.211,512.784
6.16,824.053,511.629
6.17,818.905,510.48
6.18,813.767,509.34
6.19,808.638,508.206
6.2,803.52,507.08
6.21,798.41,505.961
6.22,793.311,504.85
6.23,788.221,503.745
6.24,783.141,502.647
6.25,778.07,501.557
6.26,773.009,500.473
6.27,767.957,499.396
6.28,762.915,498.326
6.29,757.882,497.263
6.3,752.859,496.206
6.31,747.844,495.156
6.32,742.84,494.112
6.33,737.844,493.075
6.34,732.858,492.045
6.35,727.881,491.021
6.36,722.913,490.003
6.37,717.954,488.991
6.38,713.005,487.986
6.39,708.064,486.987
6.4,703.132,485.994
6.41,698.21,485.007
6.42,693.296,484.026
6.43,688.392,483.052
6.44,683.496,482.083
6.45,678.609,481.12
6.46,673.731,480.163
6.47,668.862,479.211
6.48,664.002,478.266
6.49,659.15,477.326
6.5,654.307,476.392
6.51,649.473,475.463
6.52,644.647,474.54
6.53,639.83,473.623
6.54,635.021,472.711
6.55,630.221,471.804
6.56,625.43,470.903
6.57,620.647,470.007
6.58,615.872,469.117
6.59,611.106,468.232
6.6,606.348,467.352
6.61,601.598,466.477
6.62,596.857,465.607
6.63,592.124,464.743
6.64,587.399,463.883
6.65,582.682,463.029
6.66,577.973,462.179
6.67,573.273,461.335
6.68,568.58,460.495
6.69,563.896,459.66
6.7,559.219,458.83
6.71,554.551,458.005
6.72,549.89,457.184
6.73,545.237,456.369
6.74,540.592,455.558
6.75,535.955,454.751
6.76,531.326,453.949
6.77,526.705,453.152
6.78,522.091,452.359
6.79,517.485,451.571
6.8,512.886,450.787
6.81,508.295,450.008
6.82,503.712,449.233
6.83,499.136,448.463
6.84,494.568,447.696
6.85,490.007,446.935
6.86,485.453,446.177
6.87,480.907,445.423
6.88,476.368,444.674
6.89,471.837,443.929
6.9,467.313,443.188
6.91,462.796,442.452
6.92,458.286,441.719
6.93,453.784,440.99
6.94,449.288,440.265
6.95,444.8,439.545
6.96,440.319,438.828
6.97,435.845,438.115
6.98,431.378,437.407
6.99,426.918,436.702
7,422.465,436
7.01,418.018,435.303
7.02,413.579,434.61
7.03,409.146,433.92
7.04,404.721,433.234
7.05,400.302,432.551
7.06,395.89,431.873
7.07,391.484,431.198
7.08,387.085,430.526
7.09,382.693,429.859
7.1,378.308,429.195
7.11,373.929,428.534
7.12,369.556,427.877
7.13,365.19,427.223
7.14,360.831,426.573
7.15,356.478,425.926
7.16,352.132,425.283
7.17,347.791,424.643
7.18,343.458,424.007
7.19,339.13,423.374
7.2,334.809,422.744
7.21,330.495,422.118
7.22,326.186,421.495
7.23,321.883,420.875
7.24,317.587,420.258
7.25,313.297,419.645
7.26,309.013,419.035
7.27,304.735,418.428
7.28,300.463,417.824
7.29,296.197,417.223
7.3,291.938,416.625
7.31,287.684,416.031
7.32,283.436,415.44
7.33,279.194,414.851
7.34,274.958,414.266
7.35,270.728,413.684
7.36,266.503,413.104
7.37,262.285,412.528
7.38,258.072,411.955
7.39,253.865,411.384
7.4,249.663,410.817
7.41,245.467,410.252
7.42,241.277,409.69
7.43,237.093,409.132
7.44,232.914,408.576
7.45,228.74,408.022
7.46,224.572,407.472
7.47,220.41,406.925
7.48,216.253,406.38
7.49,212.102,405.838
7.5,207.955,405.299
7.51,203.815,404.762
7.52,199.68,404.228
7.53,195.55,403.697
7.54,191.425,403.169
7.55,187.306,402.643
7.56,183.192,402.12
7.57,179.083,401.599
7.58,174.979,401.081
7.59,170.881,400.566
7.6,166.788,400.053
7.61,162.699,399.543
7.62,158.616,399.036
7.63,154.538,398.531
7.64,150.465,398.028
7.65,146.397,397.528
7.66,142.335,397.031
7.67,138.277,396.536
7.68,134.224,396.043
7.69,130.175,395.553
7.7,126.132,395.066
7.71,122.094,394.581
7.72,118.06,394.098
7.73,114.032,393.618
7.74,110.008,393.14
7.75,105.989,392.664
7.76,101.974,392.189
7.77,97.9649,391.715
7.78,93.9602,391.24
7.79,89.96,390.765
7.8,85.9647,390.291
7.81,81.974,389.816
7.82,77.9879,389.341
7.83,74.0068,388.866
7.84,70.0303,388.391
7.85,66.0585,387.916
7.86,62.0917,387.441
7.87,58.1296,386.966
7.88,54.1723,386.49
7.89,50.2196,386.015
7.9,46.2717,385.54
7.91,42.3286,385.065
7.92,38.3902,384.589
7.93,34.4563,384.114
7.94,30.5271,383.638
7.95,26.6029,383.163
7.96,22.6835,382.687
7.97,18.7685,382.211
7.98,14.8585,381.735
7.99,10.953,381.26
8,7.05248,380.784
8.01,3.15648,380.308
8.02,0.734607,379.842
