# z = -cosh(0.5 * x) + 1
# Azimuth: -60 degrees to 60 degrees

Main lobe width [rad],Sidelobe level [dB],x1,x2,x3,x4
0.08726646259971726,0.14138808194230154,-4.942120849772054,2.2057281077434974,4.973347620076232,-2.244511127303819
0.10471975511966036,0.048995688038268786,-2.183720351270337,4.6732534400018375,2.222667925578782,-4.705523912151332
0.12217304763960346,-0.005511643178084537,2.418182937729597,-4.44701361122204,4.477167713717862,-2.3487471356635883
0.1570796326794901,-0.016006735471846625,2.483073325698326,-3.95850829489026,4.022028440672096,-2.408414684496818
0.17453292519943275,-0.020552167772518868,4.066038269700836,-2.3676209207667904,2.533553981183412,-3.908565050007941
0.24434609527920625,-0.02505216316809991,-3.6492969536818194,2.841386806909089,-2.830320069082608,3.578665975329801
0.26179938779915,-0.37995715315952644,2.7266335094394325,-3.3023790292052984,3.3177491800908343,-2.6940991810133044
0.5934119456780724,-1.495064044929385,0.3647433929425439,-0.3705911827144618,-0.8898134073778865,0.939783981300978
0.6108652381980155,-2.1504886326827104,0.3944127176837927,-0.850869899642517,-0.2909675066965689,0.9223425694209277
0.6283185307179591,-2.8978398758774193,0.3358550842868652,-0.8204087065128931,0.8997243626721056,-0.3101287728786042
0.6457718232379022,-3.194900684178141,-0.24414938985777482,0.35474241474445534,0.8663363973362709,-0.7901624228506945
0.6632251157578457,-3.275749237730661,0.26822334235404366,-0.2674951157954324,-0.7923573960221617,0.8380856966741106
0.6806784082777884,-4.825263411404164,0.28345274797635517,-0.24213340003551515,0.8094697743658372,-0.7851854563980342
0.7330382858376183,-4.821759681161461,0.26441197421155166,-0.7282760801334358,-0.21880354930524298,0.7590817556449868
0.7504915783575619,-4.927937220300546,0.26602397943168127,-0.6770314324256386,0.7469751008549279,-0.19403420011948194
0.7679448708775052,-5.006986964509824,-0.17799182408986575,0.7240344730301222,-0.6455914355443997,0.2598890657551599
0.7853981633974487,-5.129619672705225,0.25581484895684914,-0.15843087722620894,0.7031487986591284,-0.6088301064173322
0.8028514559173918,-5.259235165283586,0.23151646657217095,-0.16897320381308148,0.676285178906936,-0.6036732322300884
0.8203047484373351,-5.367939971099288,-0.16849097159392804,0.6410083429766924,0.21463365136894968,-0.591749285730045
0.8726646259971647,-5.505948428105054,0.2793721285448684,-0.5015419807095416,0.6854881184369925,-0.0812583828590319
0.8901179185171082,-6.086205756265748,0.1827876480406007,-0.5451915696550836,0.5895746553419446,-0.1525312734490501
0.9075712110370515,-6.269117142725209,-0.5158660331808687,0.5886618181958432,0.18216617838258609,-0.13770183030485805
0.9250245035569948,-6.764871482317627,-0.5061855560228952,0.56773140407515,0.17664438487191003,-0.12948808425611655
0.9424777960769382,-6.829621091665189,0.1496021723397506,-0.5368672855902138,0.5191620505859214,-0.1532556004655331
0.9599310885968815,-7.265375657183713,0.13108914013079773,-0.5238570533126273,0.5068065833055353,-0.15438818767158613
0.9773843811168246,-7.626499137436378,-0.45379340340368457,0.5595346460249497,-0.08342498497878122,0.191461137845582
0.9948376736367681,-8.408102119095613,-0.43831108382505657,0.5412768586991461,-0.08039737272289141,0.17823026739474201
1.0122909661567112,-8.53833385876911,0.2077957605334175,-0.3978363941119289,0.5693720061735594,-0.045342631706312114
1.0297442586766543,-8.639315634459061,0.19965447688598012,-0.40631755212343057,0.5495845030992347,-0.04139595718881826
1.0471975511965974,-9.187321420583425,0.19920437100359867,-0.38979689295621545,0.5500835875319378,-0.03707673743000174
1.0646508437165405,-9.6888796268632,0.2216157621338535,-0.3556846474479163,0.5833871224119804,-0.008541715760367365
1.082104136236484,-11.59327556891786,0.1913014039593795,-0.3571705537730223,0.5606356117905118,-0.004945873052941542
1.0995574287564276,-13.896222076950162,0.4668521198175829,-0.4269495122339211,0.0978130069558028,-0.06690747035681766
1.1170107212763707,-16.672812684377238,0.43200347483535906,-0.07961268588253873,0.061867138366285254,-0.4508084915802154
1.1344640137963142,-17.79219364617197,0.4325546872977758,-0.06839161413568925,0.06139564654794809,-0.4404779596035443
1.1519173063162578,-33.84980554298199,0.46611308965284665,-0.3882423084557188,0.06133326447040066,0.0005980436913276006
1.1693705988362004,-100.0,0.04852857291573359,0.5014758468803552,-0.34977062666352776,0.07685307502807692
