# z = -cosh(0.5 * sqrt(x^2 + y^2)) + 1
# Azimuth: -60 degrees to 60 degrees
# Elevation: -60 degrees to 60 degrees

Main lobe width [rad],Sidelobe level [dB],x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8
0.12217304763960302,2.087176682452245,-4.801482408349598,4.125008472243264,3.9551141357275554,4.081088566395961,-2.9791009903869092,-4.122081585405571,-4.988247310774832,-4.993502974207368,-1.6543478133670488,3.5518593754284016,4.924719036660097,-4.71283209257846,4.959632781954657,-4.848256101474092,4.918637835749731,3.3955088229864394
0.13962634015954656,2.025391439284987,-4.80958064712899,4.292072821498425,4.022556727874967,4.74305628913413,-4.731992806120012,-4.349613730227217,-4.809942662722507,-4.454611202060429,-1.641929233718488,1.9042874060264088,4.924719036660097,-4.47155929128449,1.1366859711519774,-4.759479852157932,4.901961539094899,4.795706220076465
0.15707963267948966,1.749935763723423,-4.810810238789755,4.5334387088834545,4.32487339286547,4.738715373121545,-4.731992806120012,-4.346219156973125,-4.759868230143326,-4.4778188692001795,-1.8927463833480946,2.5148153767047257,4.9244706479383975,-4.357688092715457,2.7120647102651496,-4.847972136515943,4.905069558434499,4.73265580458137
0.17453292519943275,1.6836941366367044,-4.666056400280066,4.161121360827067,-4.326019305496997,4.927931600764729,-4.247717977467564,-4.236654595104312,-4.759266716276973,-4.960331039740786,2.5836019250337747,2.841801317040731,4.449610303994746,-4.853921444102632,4.604794947351577,-4.848264162451298,4.854605966347065,4.429847072948091
0.1919862177193763,1.5616531091432573,-4.188231502242052,4.026489761637591,-4.453508954035073,4.917321483694398,4.810269381039508,-4.472907065084744,-4.267514341298688,-4.959185005744797,2.9151379949752014,3.8352407796497707,-4.131950826114766,-4.919616125011837,4.83332706257919,-3.032923737889853,4.304429271156597,4.977977585294896
0.19198621771937674,1.4582424026484135,-4.185697920653354,4.032318138385566,-4.3728688640248246,4.085960051296378,4.810269381039508,-4.5276603344807995,-4.210219957666867,-4.989354512562584,2.9151379949752014,3.824953862335487,-4.162942140719854,-4.9272776165104135,4.810380381846182,-3.3291127942269014,4.832736986965785,4.977977585294896
0.2094395102393194,1.3970509626558894,-4.717535396690901,4.026489761637591,-4.45351110425471,4.917321483694398,4.990102613833859,-4.472907065084744,-4.265496667268803,-4.959185005744797,2.9151379949752014,4.011122947164259,-4.131950826114766,-4.919616125011837,4.83332706257919,-3.3292683005020494,4.308498098871315,4.4520582281796255
0.24434609527920603,1.1552005330139765,-4.726209162363146,4.301636376370996,-3.0836040745282736,4.644581795353469,4.808585991049127,4.026893463596522,-4.241189086351242,-4.9582046474155606,4.635859865649528,-4.554217785073508,-4.122821723418117,-4.919240170758683,4.831490080729616,-3.3510441276112726,4.2015700081498775,4.722380847821611
0.27925268031909223,1.0146524299854767,-4.186218979100506,4.016216682878819,-4.352895220340569,4.080175604553453,4.780113264330001,-4.4662142656649,-4.787717681520151,-4.515652326123299,4.540080308445299,3.4503026089745474,-4.69666193779884,-4.945808022901545,4.846461871017627,-4.540606852988298,4.164452278469077,4.989705942473136
0.2792526803190929,0.964386584550896,-4.173918780409122,4.314629946121957,-4.343309393334089,4.905259730013903,4.808416010257315,4.431434836081627,-4.267684284152441,-4.506616585453238,2.856161076018337,-4.816727797807473,-4.1319625974508405,-4.45191844535634,4.958377183440797,-3.1441423771982926,4.868837779197377,4.589881574452753
0.2967059728390353,0.7800011866747509,-4.71981979001975,4.2998843617099185,-3.8964018534167297,3.992475741186925,4.811036609336548,3.9550012766784297,-4.239923118603628,-4.958411269549639,4.930896315658933,-4.55488091223194,-4.064326024810727,-4.919342987703884,4.832666327437807,-4.507550656782531,4.384594276705098,4.7261015552832655
0.3141592653589793,0.7122770042470471,-4.437257004867982,4.2998843617099185,-3.8964018534167297,3.992475741186925,4.811036609336548,3.9550012766784297,-4.239923118603628,-4.958411269549639,4.930896315658933,-4.55488091223194,-4.064326024810727,-4.9163990148860215,4.832666327437807,-4.507550656782531,4.344310014598064,4.72508549989204
0.3316125578789224,0.638367499658965,-4.8402562378218,4.296623845184133,-4.346362187112412,4.947977105660579,4.753212220488727,4.632393783687671,-4.3243727759217006,-4.801273197011433,4.705162531906417,-4.5499871641465575,-4.13889977129795,-4.8025861982778135,4.813369009403405,-4.507550656782531,4.749192718987896,4.802078009609519
0.5235987755982991,0.5449675226088427,-3.767860199686443,4.019978711062848,-3.902034620889519,4.1443472112862185,4.821016006624188,4.260841074024208,-3.8403703812915677,-4.958360203065011,4.924345343299353,-4.554909797030433,-4.059274625669709,-4.9741030974261315,4.832712425778276,-4.507550656782531,4.085046724615999,4.962605120709187
0.6457718232379022,0.5280377309718874,-4.125576094901871,4.302132346181311,-3.923977372886799,-4.784027819519642,4.817800400852117,4.645091350431041,-4.243033772596877,4.461599949651764,4.982952800428633,-4.543625504412665,-4.063954935824727,-4.919480850847375,4.832706329144343,-4.526001955856757,4.558239770148857,4.820776211932416
0.7679448708775052,0.33109029922076255,-4.721875630223409,3.9947932158720563,-4.315602874120713,4.668657216227647,4.819171042054718,4.551729496619436,-3.8113477892764696,-4.994675691501224,4.657857585784882,-4.5553532742325045,-4.064442680839406,-4.939904094257371,4.831709629741688,-4.603634083365602,4.737557000241335,4.819868752018673
