# z = -cosh(0.5 * x) + 1

Main lobe width [rad],Sidelobe level [dB],x1,x2,x3,x4,x5,x6,x7,x8
0.08726646259971726,-2.5240951911858467,4.977124346510684,1.2196044169873341,-1.2859744379422584,-4.984471726734252,1.6753533419883535,-2.5135105637066513,4.419068689033834,-4.666405100055825
0.10471975511965992,-2.897047010014164,4.915690442318518,1.106582745618045,-4.950989635934358,1.5726369716009025,-3.6235092960664095,0.10675495731446932,4.091955694706468,-4.651586577523143
0.10471975511966036,-2.9236562564417126,4.976686632443908,1.0918272490351668,-4.921868396271799,1.5641748617211828,-3.6169570324716025,0.10137140700870953,4.009498881511558,-4.563816147212318
0.12217304763960346,-2.9500399606647685,-2.799762603764434,2.814677964147989,-3.37053572767259,3.2558502924055697,4.7479908259561485,-1.777112831501642,-4.892172708803222,1.8668252232811
0.13962634015954656,-3.111463384384023,-2.899340694523584,2.814677964147989,-3.38251896624063,3.2558502924055697,4.528546465044602,-1.7734111788016587,-4.712079084746328,1.7607526561452633
0.15707963267948966,-3.530376436744648,-2.899340694523584,2.78503351065986,-3.3848306596318265,3.2558502924055697,4.404014449590628,-1.901657320242582,-4.519111812851566,1.8173964789592836
0.20943951023931984,-3.939716007213396,2.121690439745862,2.5462848775692724,-2.4537143088567133,-3.0073906563556605,-3.633178010644396,1.5187484608772863,3.4501938476820424,-1.4687078960132516
0.22689280275926293,-4.276312666144851,2.0791342794936765,2.5741560480569463,-2.481882666458723,-3.0182011647093203,-1.9899821450281254,1.1128834495661133,3.0972749052182222,-0.9433132437520186
0.24434609527920692,-4.40358253266054,2.0270929837011566,2.545198459509309,-2.5096379248986853,-2.9972675955272297,-1.9311176079156096,0.9112408331320356,3.003589937737022,-1.4234285471135506
0.3839724354387526,-4.567591780947432,0.9918333795364283,0.036716841792624466,-1.1267611414047876,1.7382978134445422,-2.321534548637095,-0.6249661032451501,-1.6571273833608426,0.5612880328623234
0.4014257279586959,-6.647030351295728,0.9714059615697209,-0.02263457617047271,-1.1415149942116645,1.6557544682979404,-2.220519100134023,-0.603986151263878,-1.6571273833608426,0.5305411330177314
