# 0 mm feed length
# Feed offset: 1.1258 mm

Phi[deg],Theta[deg],dB(GainTotal)
-62,-94,-5.04893
-60,-94,-5.34574
-58,-94,-5.63417
-56,-94,-5.91107
-54,-94,-6.1762
-52,-94,-6.4323
-50,-94,-6.68454
-48,-94,-6.93944
-46,-94,-7.20356
-44,-94,-7.48236
-42,-94,-7.77924
-40,-94,-8.09505
-38,-94,-8.42789
-36,-94,-8.77318
-34,-94,-9.12389
-32,-94,-9.47086
-30,-94,-9.80326
-28,-94,-10.1091
-26,-94,-10.3761
-24,-94,-10.5927
-22,-94,-10.7499
-20,-94,-10.8426
-18,-94,-10.8706
-16,-94,-10.8393
-14,-94,-10.7586
-12,-94,-10.6411
-10,-94,-10.5002
-8,-94,-10.3485
-6,-94,-10.1958
-4,-94,-10.0493
-2,-94,-9.91226
0,-94,-9.78517
2,-94,-9.66559
4,-94,-9.54899
6,-94,-9.42967
8,-94,-9.30169
10,-94,-9.15987
12,-94,-9.00059
14,-94,-8.82227
16,-94,-8.62542
18,-94,-8.41223
20,-94,-8.18596
22,-94,-7.95018
24,-94,-7.70825
26,-94,-7.46297
28,-94,-7.21651
30,-94,-6.9706
32,-94,-6.72673
34,-94,-6.48637
36,-94,-6.25102
38,-94,-6.02215
40,-94,-5.80089
42,-94,-5.5878
44,-94,-5.38254
46,-94,-5.18389
48,-94,-4.98981
50,-94,-4.79782
52,-94,-4.60558
54,-94,-4.41143
56,-94,-4.21492
58,-94,-4.01699
60,-94,-3.82001
62,-94,-3.62739
64,-94,-3.44319
66,-94,-3.27151
68,-94,-3.11608
70,-94,-2.9799
72,-94,-2.86508
74,-94,-2.77275
76,-94,-2.7031
78,-94,-2.6555
80,-94,-2.62862
82,-94,-2.62063
84,-94,-2.6293
86,-94,-2.6522
88,-94,-2.68685
90,-94,-2.73085
-90,-92,-2.3693
-88,-92,-2.35659
-86,-92,-2.36934
-84,-92,-2.40922
-82,-92,-2.47773
-80,-92,-2.57601
-78,-92,-2.70479
-76,-92,-2.86423
-74,-92,-3.05376
-72,-92,-3.27186
-70,-92,-3.51591
-68,-92,-3.78197
-66,-92,-4.06482
-64,-92,-4.3581
-62,-92,-4.65476
-60,-92,-4.94791
-58,-92,-5.23179
-56,-92,-5.50282
-54,-92,-5.7603
-52,-92,-6.00657
-50,-92,-6.24653
-48,-92,-6.48654
-46,-92,-6.73319
-44,-92,-6.99208
-42,-92,-7.26697
-40,-92,-7.55922
-38,-92,-7.86769
-36,-92,-8.18874
-34,-92,-8.51653
-32,-92,-8.84329
-30,-92,-9.15959
-28,-92,-9.45483
-26,-92,-9.71775
-24,-92,-9.93741
-22,-92,-10.1045
-20,-92,-10.2127
-18,-92,-10.2602
-16,-92,-10.2499
-14,-92,-10.1893
-12,-92,-10.089
-10,-92,-9.96106
-8,-92,-9.81694
-6,-92,-9.66638
-4,-92,-9.51643
-2,-92,-9.37116
0,-92,-9.23179
2,-92,-9.0971
4,-92,-8.96407
6,-92,-8.82865
8,-92,-8.68661
10,-92,-8.5343
12,-92,-8.36924
14,-92,-8.19046
16,-92,-7.99844
18,-92,-7.79485
20,-92,-7.58204
22,-92,-7.36256
24,-92,-7.13875
26,-92,-6.91254
28,-92,-6.68545
30,-92,-6.45873
32,-92,-6.23353
34,-92,-6.01109
36,-92,-5.79274
38,-92,-5.57978
40,-92,-5.37328
42,-92,-5.17374
44,-92,-4.98091
46,-92,-4.79365
48,-92,-4.61007
50,-92,-4.42786
52,-92,-4.24477
54,-92,-4.05914
56,-92,-3.8704
58,-92,-3.67928
60,-92,-3.48781
62,-92,-3.29912
64,-92,-3.11694
66,-92,-2.94514
68,-92,-2.78732
70,-92,-2.64645
72,-92,-2.52472
74,-92,-2.42343
76,-92,-2.34307
78,-92,-2.2834
80,-92,-2.24356
82,-92,-2.22222
84,-92,-2.21773
86,-92,-2.22827
88,-92,-2.2519
90,-92,-2.28672
-90,-90,-2.00261
-88,-90,-1.98805
-86,-90,-1.99877
-84,-90,-2.03641
-82,-90,-2.10238
-80,-90,-2.19771
-78,-90,-2.32304
-76,-90,-2.47843
-74,-90,-2.66325
-72,-90,-2.87598
-70,-90,-3.11404
-68,-90,-3.37363
-66,-90,-3.6497
-64,-90,-3.9361
-62,-90,-4.22603
-60,-90,-4.51274
-58,-90,-4.79051
-56,-90,-5.05563
-54,-90,-5.30708
-52,-90,-5.54673
-50,-90,-5.7789
-48,-90,-6.00942
-46,-90,-6.24443
-44,-90,-6.4893
-42,-90,-6.74773
-40,-90,-7.02132
-38,-90,-7.30939
-36,-90,-7.60909
-34,-90,-7.91556
-32,-90,-8.22221
-30,-90,-8.52095
-28,-90,-8.80246
-26,-90,-9.05664
-24,-90,-9.27337
-22,-90,-9.44353
-20,-90,-9.56036
-18,-90,-9.62074
-16,-90,-9.62584
-14,-90,-9.58113
-12,-90,-9.49533
-10,-90,-9.37888
-8,-90,-9.24233
-6,-90,-9.09493
-4,-90,-8.94377
-2,-90,-8.79338
0,-90,-8.6458
2,-90,-8.50086
4,-90,-8.35684
6,-90,-8.21107
8,-90,-8.06062
10,-90,-7.90295
12,-90,-7.73635
14,-90,-7.56012
16,-90,-7.37464
18,-90,-7.18102
20,-90,-6.98089
22,-90,-6.77596
24,-90,-6.56779
26,-90,-6.3577
28,-90,-6.14675
30,-90,-5.93591
32,-90,-5.72616
34,-90,-5.51862
36,-90,-5.31457
38,-90,-5.11526
40,-90,-4.92171
42,-90,-4.73446
44,-90,-4.5533
46,-90,-4.3772
48,-90,-4.20441
50,-90,-4.03274
52,-90,-3.86001
54,-90,-3.68451
56,-90,-3.50547
58,-90,-3.32329
60,-90,-3.13963
62,-90,-2.95713
64,-90,-2.77911
66,-90,-2.60911
68,-90,-2.45049
70,-90,-2.30614
72,-90,-2.17831
74,-90,-2.06851
76,-90,-1.97755
78,-90,-1.90562
80,-90,-1.8524
82,-90,-1.81718
84,-90,-1.79895
86,-90,-1.7965
88,-90,-1.80853
90,-90,-1.83366
-90,-88,-1.6295
-88,-88,-1.61344
-86,-88,-1.62228
-84,-88,-1.65759
-82,-88,-1.72062
-80,-88,-1.81227
-78,-88,-1.93301
-76,-88,-2.08275
-74,-88,-2.26079
-72,-88,-2.46557
-70,-88,-2.69461
-68,-88,-2.9443
-66,-88,-3.20995
-64,-88,-3.48588
-62,-88,-3.76583
-60,-88,-4.04359
-58,-88,-4.31388
-56,-88,-4.57313
-54,-88,-4.82015
-52,-88,-5.05632
-50,-88,-5.28519
-48,-88,-5.51171
-46,-88,-5.74119
-44,-88,-5.97834
-42,-88,-6.22646
-40,-88,-6.48705
-38,-88,-6.75967
-36,-88,-7.04195
-34,-88,-7.32984
-32,-88,-7.61776
-30,-88,-7.8988
-28,-88,-8.16492
-26,-88,-8.40725
-24,-88,-8.61667
-22,-88,-8.78468
-20,-88,-8.90457
-18,-88,-8.97254
-16,-88,-8.9885
-14,-88,-8.95621
-12,-88,-8.88263
-10,-88,-8.77665
-8,-88,-8.64771
-6,-88,-8.50445
-4,-88,-8.35388
-2,-88,-8.20085
0,-88,-8.0481
2,-88,-7.89642
4,-88,-7.74518
6,-88,-7.59284
8,-88,-7.43752
10,-88,-7.27749
12,-88,-7.11156
14,-88,-6.93919
16,-88,-6.76054
18,-88,-6.57629
20,-88,-6.38742
22,-88,-6.19501
24,-88,-6.00003
26,-88,-5.80332
28,-88,-5.60565
30,-88,-5.40778
32,-88,-5.21063
34,-88,-5.01531
36,-88,-4.82308
38,-88,-4.6352
40,-88,-4.45272
42,-88,-4.27621
44,-88,-4.10555
46,-88,-3.93982
48,-88,-3.77743
50,-88,-3.61629
52,-88,-3.45427
54,-88,-3.28959
56,-88,-3.12125
58,-88,-2.9493
60,-88,-2.77488
62,-88,-2.60013
64,-88,-2.42783
66,-88,-2.2611
68,-88,-2.10302
70,-88,-1.95635
72,-88,-1.82337
74,-88,-1.7058
76,-88,-1.60483
78,-88,-1.52113
80,-88,-1.45494
82,-88,-1.40621
84,-88,-1.37457
86,-88,-1.35949
88,-88,-1.36024
90,-88,-1.37596
-90,-86,-1.25046
-88,-86,-1.23339
-86,-86,-1.24063
-84,-86,-1.27361
-82,-86,-1.33342
-80,-86,-1.42079
-78,-86,-1.53598
-76,-86,-1.67875
-74,-86,-1.84829
-72,-86,-2.04304
-70,-86,-2.26062
-68,-86,-2.49773
-66,-86,-2.75015
-64,-86,-3.01286
-62,-86,-3.28039
-60,-86,-3.54737
-58,-86,-3.80917
-56,-86,-4.06265
-54,-86,-4.30659
-52,-86,-4.54188
-50,-86,-4.77121
-48,-86,-4.99845
-46,-86,-5.22782
-44,-86,-5.46303
-42,-86,-5.7067
-40,-86,-5.95993
-38,-86,-6.22223
-36,-86,-6.49151
-34,-86,-6.7643
-32,-86,-7.03585
-30,-86,-7.3003
-28,-86,-7.55082
-26,-86,-7.77981
-24,-86,-7.97935
-22,-86,-8.14187
-20,-86,-8.26106
-18,-86,-8.33294
-16,-86,-8.35655
-14,-86,-8.33427
-12,-86,-8.27142
-10,-86,-8.17536
-8,-86,-8.05427
-6,-86,-7.91606
-4,-86,-7.76746
-2,-86,-7.61357
0,-86,-7.45765
2,-86,-7.30136
4,-86,-7.14499
6,-86,-6.988
8,-86,-6.82938
10,-86,-6.66807
12,-86,-6.50328
14,-86,-6.33459
16,-86,-6.16197
18,-86,-5.98574
20,-86,-5.80638
22,-86,-5.62444
24,-86,-5.44041
26,-86,-5.25477
28,-86,-5.06804
30,-86,-4.88083
32,-86,-4.69401
34,-86,-4.50867
36,-86,-4.3261
38,-86,-4.1476
40,-86,-3.97426
42,-86,-3.80673
44,-86,-3.64498
46,-86,-3.48826
48,-86,-3.33512
50,-86,-3.18361
52,-86,-3.03167
54,-86,-2.87745
56,-86,-2.71973
58,-86,-2.55818
60,-86,-2.39345
62,-86,-2.22708
64,-86,-2.06131
66,-86,-1.89877
68,-86,-1.74222
70,-86,-1.59427
72,-86,-1.45723
74,-86,-1.33305
76,-86,-1.22326
78,-86,-1.12903
80,-86,-1.05119
82,-86,-0.990307
84,-86,-0.946654
86,-86,-0.920284
88,-86,-0.911012
90,-86,-0.91841
-90,-84,-0.865748
-88,-84,-0.848309
-86,-84,-0.854343
-84,-84,-0.885142
-82,-84,-0.941621
-80,-84,-1.0243
-78,-84,-1.13326
-76,-84,-1.26811
-74,-84,-1.42796
-72,-84,-1.61126
-70,-84,-1.81581
-68,-84,-2.03865
-66,-84,-2.27614
-64,-84,-2.52403
-62,-84,-2.77778
-60,-84,-3.03295
-58,-84,-3.28578
-56,-84,-3.53363
-54,-84,-3.77538
-52,-84,-4.01148
-50,-84,-4.24381
-48,-84,-4.4751
-46,-84,-4.70833
-44,-84,-4.9461
-42,-84,-5.19011
-40,-84,-5.44086
-38,-84,-5.69756
-36,-84,-5.9582
-34,-84,-6.21967
-32,-84,-6.47786
-30,-84,-6.72785
-28,-84,-6.96393
-26,-84,-7.17978
-24,-84,-7.36874
-22,-84,-7.52435
-20,-84,-7.64101
-18,-84,-7.71485
-16,-84,-7.74437
-14,-84,-7.73083
-12,-84,-7.67805
-10,-84,-7.59184
-8,-84,-7.47907
-6,-84,-7.34675
-4,-84,-7.20121
-2,-84,-7.04758
0,-84,-6.88961
2,-84,-6.72965
4,-84,-6.56888
6,-84,-6.40764
8,-84,-6.24573
10,-84,-6.08274
12,-84,-5.91825
14,-84,-5.75199
16,-84,-5.58384
18,-84,-5.41383
20,-84,-5.24207
22,-84,-5.06864
24,-84,-4.89366
26,-84,-4.71726
28,-84,-4.53969
30,-84,-4.36141
32,-84,-4.18319
34,-84,-4.00609
36,-84,-3.83139
38,-84,-3.66042
40,-84,-3.49433
42,-84,-3.33386
44,-84,-3.17913
46,-84,-3.02955
48,-84,-2.88386
50,-84,-2.74029
52,-84,-2.59687
54,-84,-2.45173
56,-84,-2.30347
58,-84,-2.15141
60,-84,-1.99573
62,-84,-1.8374
64,-84,-1.67812
66,-84,-1.52007
68,-84,-1.36565
70,-84,-1.21732
72,-84,-1.07743
74,-84,-0.948119
76,-84,-0.831268
78,-84,-0.728506
80,-84,-0.641193
82,-84,-0.570428
84,-84,-0.517046
86,-84,-0.481597
88,-84,-0.46433
90,-84,-0.46517
-90,-82,-0.474706
-88,-82,-0.457695
-86,-82,-0.4631
-84,-82,-0.492053
-82,-82,-0.545296
-80,-82,-0.623171
-78,-82,-0.725607
-76,-82,-0.852108
-74,-82,-1.00171
-72,-82,-1.17297
-70,-82,-1.36388
-68,-82,-1.5719
-66,-82,-1.79397
-64,-82,-2.02666
-62,-82,-2.26635
-60,-82,-2.50959
-58,-82,-2.75343
-56,-82,-2.9958
-54,-82,-3.23571
-52,-82,-3.47332
-50,-82,-3.70974
-48,-82,-3.94666
-46,-82,-4.1859
-44,-82,-4.4289
-42,-82,-4.67641
-40,-82,-4.92819
-38,-82,-5.18306
-36,-82,-5.43886
-34,-82,-5.69268
-32,-82,-5.9409
-30,-82,-6.17936
-28,-82,-6.40337
-26,-82,-6.60782
-24,-82,-6.78731
-22,-82,-6.93652
-20,-82,-7.05071
-18,-82,-7.12629
-16,-82,-7.16145
-14,-82,-7.1565
-12,-82,-7.1139
-10,-82,-7.03796
-8,-82,-6.93418
-6,-82,-6.80855
-4,-82,-6.66685
-2,-82,-6.51415
0,-82,-6.35453
2,-82,-6.19101
4,-82,-6.02558
6,-82,-5.85944
8,-82,-5.69321
10,-82,-5.52714
12,-82,-5.36127
14,-82,-5.19554
16,-82,-5.02986
18,-82,-4.86406
20,-82,-4.69795
22,-82,-4.53126
24,-82,-4.36371
26,-82,-4.1951
28,-82,-4.02536
30,-82,-3.85475
32,-82,-3.68387
34,-82,-3.51366
36,-82,-3.34537
38,-82,-3.18031
40,-82,-3.0197
42,-82,-2.86437
44,-82,-2.7146
46,-82,-2.57001
48,-82,-2.42956
50,-82,-2.29168
52,-82,-2.15454
54,-82,-2.01629
56,-82,-1.87542
58,-82,-1.73099
60,-82,-1.58275
62,-82,-1.43123
64,-82,-1.27763
66,-82,-1.12371
68,-82,-0.971597
70,-82,-0.823591
72,-82,-0.682066
74,-82,-0.549329
76,-82,-0.427562
78,-82,-0.318766
80,-82,-0.224725
82,-82,-0.146971
84,-82,-0.0867514
86,-82,-0.0449884
88,-82,-0.0222453
90,-82,-0.0186937
-90,-80,-0.0754259
-88,-80,-0.0597836
-86,-80,-0.0653173
-84,-80,-0.0929968
-82,-80,-0.14341
-80,-80,-0.216759
-78,-80,-0.312869
-76,-80,-0.431182
-74,-80,-0.570756
-72,-80,-0.730253
-70,-80,-0.907932
-68,-80,-1.10167
-66,-80,-1.309
-64,-80,-1.52722
-62,-80,-1.75358
-60,-80,-1.98547
-58,-80,-2.22071
-56,-80,-2.45771
-54,-80,-2.69566
-52,-80,-2.93447
-50,-80,-3.17466
-48,-80,-3.41706
-46,-80,-3.66249
-44,-80,-3.91139
-42,-80,-4.16362
-40,-80,-4.41826
-38,-80,-4.67365
-36,-80,-4.92745
-34,-80,-5.17681
-32,-80,-5.41847
-30,-80,-5.64887
-28,-80,-5.86419
-26,-80,-6.06036
-24,-80,-6.23313
-22,-80,-6.37826
-20,-80,-6.4918
-18,-80,-6.57052
-16,-80,-6.61239
-14,-80,-6.61692
-12,-80,-6.58534
-10,-80,-6.52049
-8,-80,-6.42652
-6,-80,-6.30832
-4,-80,-6.17103
-2,-80,-6.01958
0,-80,-5.85829
2,-80,-5.69078
4,-80,-5.51986
6,-80,-5.34761
8,-80,-5.17549
10,-80,-5.00448
12,-80,-4.83515
14,-80,-4.66778
16,-80,-4.50237
18,-80,-4.3387
20,-80,-4.17634
22,-80,-4.01469
24,-80,-3.85313
26,-80,-3.69106
28,-80,-3.52809
30,-80,-3.36417
32,-80,-3.19964
34,-80,-3.0353
36,-80,-2.87224
38,-80,-2.71176
40,-80,-2.55509
42,-80,-2.40315
44,-80,-2.25639
46,-80,-2.11464
48,-80,-1.9771
50,-80,-1.84243
52,-80,-1.70896
54,-80,-1.57495
56,-80,-1.43884
58,-80,-1.2995
60,-80,-1.15642
62,-80,-1.00976
64,-80,-0.860373
66,-80,-0.709691
68,-80,-0.559605
70,-80,-0.412322
72,-80,-0.270225
74,-80,-0.135747
76,-80,-0.0112814
78,-80,0.100907
80,-80,0.198746
82,-80,0.280418
84,-80,0.344412
86,-80,0.389576
88,-80,0.415157
90,-80,0.420835
-90,-78,0.335004
-88,-78,0.348262
-86,-78,0.341681
-84,-78,0.31445
-82,-78,0.266113
-80,-78,0.196561
-78,-78,0.106023
-76,-78,-0.00494239
-74,-78,-0.135464
-72,-78,-0.284364
-70,-78,-0.450173
-68,-78,-0.631158
-66,-78,-0.825377
-64,-78,-1.03077
-62,-78,-1.24527
-60,-78,-1.46697
-58,-78,-1.69425
-56,-78,-1.92595
-54,-78,-2.16137
-52,-78,-2.40026
-50,-78,-2.64271
-48,-78,-2.88892
-46,-78,-3.13895
-44,-78,-3.3925
-42,-78,-3.64874
-40,-78,-3.90621
-38,-78,-4.16289
-36,-78,-4.41629
-34,-78,-4.66359
-32,-78,-4.90178
-30,-78,-5.12778
-28,-78,-5.33844
-26,-78,-5.53051
-24,-78,-5.70067
-22,-78,-5.84553
-20,-78,-5.96176
-18,-78,-6.04644
-16,-78,-6.09728
-14,-78,-6.11309
-12,-78,-6.09396
-10,-78,-6.04137
-8,-78,-5.95814
-6,-78,-5.84807
-4,-78,-5.71565
-2,-78,-5.56555
0,-78,-5.40235
2,-78,-5.23022
4,-78,-5.05279
6,-78,-4.87305
8,-78,-4.69336
10,-78,-4.51548
12,-78,-4.34061
14,-78,-4.16943
16,-78,-4.00214
18,-78,-3.83853
20,-78,-3.67801
22,-78,-3.51972
24,-78,-3.36268
26,-78,-3.20592
28,-78,-3.04868
30,-78,-2.89054
32,-78,-2.73155
34,-78,-2.57224
36,-78,-2.41354
38,-78,-2.25663
40,-78,-2.10272
42,-78,-1.95281
44,-78,-1.80747
46,-78,-1.66673
48,-78,-1.53001
50,-78,-1.39622
52,-78,-1.26389
54,-78,-1.1314
56,-78,-0.997232
58,-78,-0.860195
60,-78,-0.719626
62,-78,-0.575492
64,-78,-0.428418
66,-78,-0.279642
68,-78,-0.130919
70,-78,0.0156082
72,-78,0.157548
74,-78,0.292389
76,-78,0.417624
78,-78,0.530844
80,-78,0.629834
82,-78,0.712641
84,-78,0.777635
86,-78,0.823569
88,-78,0.849608
90,-78,0.855369
-90,-76,0.759524
-88,-76,0.769428
-86,-76,0.760801
-84,-76,0.732991
-82,-76,0.685651
-80,-76,0.61873
-78,-76,0.532468
-76,-76,0.427374
-74,-76,0.304217
-72,-76,0.163997
-70,-76,0.00792909
-68,-76,-0.162591
-66,-76,-0.346041
-64,-76,-0.540837
-62,-76,-0.745426
-60,-76,-0.958381
-58,-76,-1.1785
-56,-76,-1.40486
-54,-76,-1.63685
-52,-76,-1.87413
-50,-76,-2.11648
-48,-76,-2.3637
-46,-76,-2.61538
-44,-76,-2.87076
-42,-76,-3.12862
-40,-76,-3.38724
-38,-76,-3.64442
-36,-76,-3.89766
-34,-76,-4.14426
-32,-76,-4.38144
-30,-76,-4.60649
-28,-76,-4.81671
-26,-76,-5.00945
-24,-76,-5.18195
-22,-76,-5.33136
-20,-76,-5.45474
-18,-76,-5.54921
-16,-76,-5.61221
-14,-76,-5.6418
-12,-76,-5.63703
-10,-76,-5.59813
-8,-76,-5.52666
-6,-76,-5.42542
-4,-76,-5.29821
-2,-76,-5.14953
0,-76,-4.98415
2,-76,-4.80684
4,-76,-4.62202
6,-76,-4.43362
8,-76,-4.24494
10,-76,-4.05853
12,-76,-3.87628
14,-76,-3.69933
16,-76,-3.52814
18,-76,-3.36257
20,-76,-3.20195
22,-76,-3.04522
24,-76,-2.89108
26,-76,-2.73824
28,-76,-2.58555
30,-76,-2.43223
32,-76,-2.27799
34,-76,-2.12306
36,-76,-1.96812
38,-76,-1.8142
40,-76,-1.6624
42,-76,-1.51372
44,-76,-1.36881
46,-76,-1.22785
48,-76,-1.09046
50,-76,-0.955741
52,-76,-0.82244
54,-76,-0.689098
56,-76,-0.554305
58,-76,-0.41692
60,-76,-0.27627
62,-76,-0.132268
64,-76,0.0145307
66,-76,0.162951
68,-76,0.311282
70,-76,0.4574
72,-76,0.598902
74,-76,0.733252
76,-76,0.857911
78,-76,0.970441
80,-76,1.06861
82,-76,1.15045
84,-76,1.21435
86,-76,1.25906
88,-76,1.28376
90,-76,1.28805
-90,-74,1.19956
-88,-74,1.20534
-86,-74,1.19374
-84,-74,1.16425
-82,-74,1.11662
-80,-74,1.05085
-78,-74,0.967162
-76,-74,0.865996
-74,-74,0.748007
-72,-74,0.614037
-70,-74,0.465093
-68,-74,0.302317
-66,-74,0.126942
-64,-74,-0.0597629
-62,-74,-0.256556
-60,-74,-0.462295
-58,-74,-0.675997
-56,-74,-0.896875
-54,-74,-1.12434
-52,-74,-1.35796
-50,-74,-1.59738
-48,-74,-1.84216
-46,-74,-2.09171
-44,-74,-2.34511
-42,-74,-2.60107
-40,-74,-2.85789
-38,-74,-3.11351
-36,-74,-3.36563
-34,-74,-3.61178
-32,-74,-3.84951
-30,-74,-4.07638
-28,-74,-4.29003
-26,-74,-4.48806
-24,-74,-4.66799
-22,-74,-4.82712
-20,-74,-4.96254
-18,-74,-5.07117
-16,-74,-5.14998
-14,-74,-5.19625
-12,-74,-5.20802
-10,-74,-5.18437
-8,-74,-5.12574
-6,-74,-5.03401
-4,-74,-4.91242
-2,-74,-4.76529
0,-74,-4.59767
2,-74,-4.41489
4,-74,-4.22221
6,-74,-4.02446
8,-74,-3.82585
10,-74,-3.62976
12,-74,-3.43873
14,-74,-3.25438
16,-74,-3.07748
18,-74,-2.90801
20,-74,-2.74529
22,-74,-2.58815
24,-74,-2.43508
26,-74,-2.28451
28,-74,-2.13498
30,-74,-1.9854
32,-74,-1.83513
34,-74,-1.68407
36,-74,-1.53263
38,-74,-1.38158
40,-74,-1.23185
42,-74,-1.08434
44,-74,-0.939684
46,-74,-0.798108
48,-74,-0.659358
50,-74,-0.522713
52,-74,-0.387088
54,-74,-0.251216
56,-74,-0.113851
58,-74,0.0260039
60,-74,0.168912
62,-74,0.314872
64,-74,0.463262
66,-74,0.612855
68,-74,0.761902
70,-74,0.90825
72,-74,1.04949
74,-74,1.18309
76,-74,1.30655
78,-74,1.41749
80,-74,1.51374
82,-74,1.59344
84,-74,1.65504
86,-74,1.69739
88,-74,1.7197
90,-74,1.72163
-90,-72,1.65339
-88,-72,1.65465
-86,-72,1.63938
-84,-72,1.60722
-82,-72,1.55804
-80,-72,1.49186
-78,-72,1.40889
-76,-72,1.30952
-74,-72,1.19432
-72,-72,1.06401
-70,-72,0.919454
-68,-72,0.761651
-66,-72,0.591675
-64,-72,0.410643
-62,-72,0.219663
-60,-72,0.0197696
-58,-72,-0.188116
-56,-72,-0.403225
-54,-72,-0.62494
-52,-72,-0.852772
-50,-72,-1.08629
-48,-72,-1.32504
-46,-72,-1.56845
-44,-72,-1.81571
-42,-72,-2.06576
-40,-72,-2.31722
-38,-72,-2.56844
-36,-72,-2.81755
-34,-72,-3.06254
-32,-72,-3.30133
-30,-72,-3.53178
-28,-72,-3.7517
-26,-72,-3.95879
-24,-72,-4.15051
-22,-72,-4.32398
-20,-72,-4.47596
-18,-72,-4.60288
-16,-72,-4.70102
-14,-72,-4.76681
-12,-72,-4.79725
-10,-72,-4.79039
-8,-72,-4.74566
-6,-72,-4.66416
-4,-72,-4.54869
-2,-72,-4.4035
0,-72,-4.23393
2,-72,-4.04591
4,-72,-3.84548
6,-72,-3.63836
8,-72,-3.42957
10,-72,-3.22327
12,-72,-3.02259
14,-72,-2.82964
16,-72,-2.64549
18,-72,-2.47032
20,-72,-2.30352
22,-72,-2.14389
24,-72,-1.98987
26,-72,-1.83971
28,-72,-1.6918
30,-72,-1.54477
32,-72,-1.39771
34,-72,-1.25021
36,-72,-1.10234
38,-72,-0.954546
40,-72,-0.807497
42,-72,-0.66186
44,-72,-0.518131
46,-72,-0.376478
48,-72,-0.236664
50,-72,-0.098061
52,-72,0.0402695
54,-72,0.179413
56,-72,0.320406
58,-72,0.464032
60,-72,0.610644
62,-72,0.760043
64,-72,0.911433
66,-72,1.06344
68,-72,1.21422
70,-72,1.36155
72,-72,1.50301
74,-72,1.6361
76,-72,1.75839
78,-72,1.86761
80,-72,1.96172
82,-72,2.03898
84,-72,2.09799
86,-72,2.13768
88,-72,2.15737
90,-72,2.15675
-90,-70,2.11514
-88,-70,2.11195
-86,-70,2.09269
-84,-70,2.05721
-82,-70,2.00545
-80,-70,1.9375
-78,-70,1.85357
-76,-70,1.75405
-74,-70,1.63944
-72,-70,1.51043
-70,-70,1.36782
-68,-70,1.21256
-66,-70,1.04569
-64,-70,0.868326
-62,-70,0.681578
-60,-70,0.48652
-58,-70,0.284128
-56,-70,0.0752398
-54,-70,-0.139465
-52,-70,-0.35946
-50,-70,-0.584334
-48,-70,-0.813734
-46,-70,-1.04729
-44,-70,-1.28453
-42,-70,-1.52485
-40,-70,-1.76742
-38,-70,-2.01122
-36,-70,-2.25501
-34,-70,-2.49738
-32,-70,-2.73671
-30,-70,-2.97122
-28,-70,-3.19884
-26,-70,-3.41721
-24,-70,-3.62352
-22,-70,-3.81449
-20,-70,-3.98626
-18,-70,-4.13452
-16,-70,-4.25467
-14,-70,-4.34216
-12,-70,-4.39297
-10,-70,-4.40413
-8,-70,-4.37421
-6,-70,-4.30369
-4,-70,-4.19504
-2,-70,-4.05252
0,-70,-3.88181
2,-70,-3.68943
4,-70,-3.48212
6,-70,-3.26636
8,-70,-3.04791
10,-70,-2.83156
12,-70,-2.62099
14,-70,-2.41872
16,-70,-2.22616
18,-70,-2.04373
20,-70,-1.87099
22,-70,-1.70687
24,-70,-1.54987
26,-70,-1.39827
28,-70,-1.25039
30,-70,-1.10475
32,-70,-0.960245
34,-70,-0.816165
36,-70,-0.672239
38,-70,-0.528536
40,-70,-0.385337
42,-70,-0.242967
44,-70,-0.101639
46,-70,0.0386756
48,-70,0.178308
50,-70,0.31789
52,-70,0.458271
54,-70,0.60037
56,-70,0.745003
58,-70,0.892692
60,-70,1.04351
62,-70,1.19699
64,-70,1.35209
66,-70,1.50724
68,-70,1.66042
70,-70,1.80935
72,-70,1.95157
74,-70,2.08464
76,-70,2.2062
78,-70,2.3141
80,-70,2.40645
82,-70,2.48167
84,-70,2.53846
86,-70,2.5759
88,-70,2.59336
90,-70,2.59057
-90,-68,2.57485
-88,-68,2.5677
-86,-68,2.54461
-84,-68,2.50558
-82,-68,2.45068
-80,-68,2.38006
-78,-68,2.29398
-76,-68,2.19285
-74,-68,2.07719
-72,-68,1.94771
-70,-68,1.80523
-68,-68,1.65076
-66,-68,1.4854
-64,-68,1.31037
-62,-68,1.12688
-60,-68,0.936159
-58,-68,0.739304
-56,-68,0.537272
-54,-68,0.330817
-52,-68,0.120474
-50,-68,-0.0934349
-48,-68,-0.310759
-46,-68,-0.531464
-44,-68,-0.755561
-42,-68,-0.983028
-40,-68,-1.21374
-38,-68,-1.44743
-36,-68,-1.68359
-34,-68,-1.92148
-32,-68,-2.16004
-30,-68,-2.39782
-28,-68,-2.6329
-26,-68,-2.86281
-24,-68,-3.08443
-22,-68,-3.29389
-20,-68,-3.48661
-18,-68,-3.65741
-16,-68,-3.80066
-14,-68,-3.91078
-12,-68,-3.9827
-10,-68,-4.01251
-8,-68,-3.99802
-6,-68,-3.93918
-4,-68,-3.83824
-2,-68,-3.69957
0,-68,-3.52916
2,-68,-3.33401
4,-68,-3.12147
6,-68,-2.89862
8,-68,-2.67179
10,-68,-2.44629
12,-68,-2.22623
14,-68,-2.01451
16,-68,-1.81289
18,-68,-1.62208
20,-68,-1.44193
22,-68,-1.27162
