# 0 mm feed length
# Feed offset: 1.1258 mm

Phi[deg],Theta[deg],dB(GainTotal)
-52,-24,5.47623
-50,-24,5.43565
-48,-24,5.39198
-46,-24,5.34529
-44,-24,5.29572
-42,-24,5.24346
-40,-24,5.18875
-38,-24,5.13191
-36,-24,5.07331
-34,-24,5.01338
-32,-24,4.95261
-30,-24,4.89155
-28,-24,4.8308
-26,-24,4.77099
-24,-24,4.7128
-22,-24,4.65692
-20,-24,4.60404
-18,-24,4.55487
-16,-24,4.51007
-14,-24,4.47029
-12,-24,4.4361
-10,-24,4.40802
-8,-24,4.38646
-6,-24,4.37177
-4,-24,4.36415
-2,-24,4.36372
0,-24,4.37045
2,-24,4.3842
4,-24,4.40471
6,-24,4.43161
8,-24,4.46442
10,-24,4.50259
12,-24,4.54547
14,-24,4.59236
16,-24,4.64253
18,-24,4.69522
20,-24,4.74966
22,-24,4.80509
24,-24,4.86076
26,-24,4.91598
28,-24,4.9701
30,-24,5.02251
32,-24,5.0727
34,-24,5.1202
36,-24,5.16464
38,-24,5.2057
40,-24,5.24317
42,-24,5.27691
44,-24,5.30685
46,-24,5.33301
48,-24,5.35545
50,-24,5.37433
52,-24,5.38983
54,-24,5.4022
56,-24,5.41172
58,-24,5.41871
60,-24,5.42349
62,-24,5.4264
64,-24,5.42778
66,-24,5.42797
68,-24,5.42728
70,-24,5.42601
72,-24,5.42443
74,-24,5.42279
76,-24,5.42129
78,-24,5.42011
80,-24,5.41939
82,-24,5.41924
84,-24,5.41973
86,-24,5.42092
88,-24,5.42282
90,-24,5.42542
-90,-22,5.73151
-88,-22,5.7341
-86,-22,5.73544
-84,-22,5.73549
-82,-22,5.73419
-80,-22,5.73148
-78,-22,5.72728
-76,-22,5.7215
-74,-22,5.71404
-72,-22,5.7048
-70,-22,5.69368
-68,-22,5.68056
-66,-22,5.66534
-64,-22,5.6479
-62,-22,5.62815
-60,-22,5.606
-58,-22,5.58136
-56,-22,5.55418
-54,-22,5.52442
-52,-22,5.49208
-50,-22,5.45718
-48,-22,5.41977
-46,-22,5.37995
-44,-22,5.33785
-42,-22,5.29366
-40,-22,5.24761
-38,-22,5.19996
-36,-22,5.15104
-34,-22,5.1012
-32,-22,5.05086
-30,-22,5.00044
-28,-22,4.95044
-26,-22,4.90134
-24,-22,4.85368
-22,-22,4.80798
-20,-22,4.76477
-18,-22,4.72458
-16,-22,4.6879
-14,-22,4.65522
-12,-22,4.62695
-10,-22,4.60348
-8,-22,4.5851
-6,-22,4.57205
-4,-22,4.56449
-2,-22,4.56249
0,-22,4.56604
2,-22,4.57503
4,-22,4.58927
6,-22,4.60848
8,-22,4.63232
10,-22,4.66037
12,-22,4.69217
14,-22,4.72718
16,-22,4.76485
18,-22,4.80462
20,-22,4.84589
22,-22,4.88808
24,-22,4.93061
26,-22,4.97295
28,-22,5.01456
30,-22,5.05499
32,-22,5.09379
34,-22,5.1306
36,-22,5.16509
38,-22,5.197
40,-22,5.22615
42,-22,5.25239
44,-22,5.27565
46,-22,5.29592
48,-22,5.31323
50,-22,5.32768
52,-22,5.33941
54,-22,5.34858
56,-22,5.35543
58,-22,5.36017
60,-22,5.36308
62,-22,5.36442
64,-22,5.36448
66,-22,5.36351
68,-22,5.3618
70,-22,5.3596
72,-22,5.35715
74,-22,5.35467
76,-22,5.35235
78,-22,5.35036
80,-22,5.34884
82,-22,5.3479
84,-22,5.34763
86,-22,5.34809
88,-22,5.3493
90,-22,5.35126
-90,-20,5.69437
-88,-20,5.69723
-86,-20,5.69896
-84,-20,5.69955
-82,-20,5.69893
-80,-20,5.69705
-78,-20,5.69385
-76,-20,5.68925
-74,-20,5.68318
-72,-20,5.67556
-70,-20,5.66629
-68,-20,5.65531
-66,-20,5.64254
-64,-20,5.62788
-62,-20,5.61129
-60,-20,5.59269
-58,-20,5.57206
-56,-20,5.54935
-54,-20,5.52457
-52,-20,5.49772
-50,-20,5.46885
-48,-20,5.43802
-46,-20,5.40533
-44,-20,5.37091
-42,-20,5.33492
-40,-20,5.29755
-38,-20,5.25903
-36,-20,5.21961
-34,-20,5.17959
-32,-20,5.13929
-30,-20,5.09903
-28,-20,5.0592
-26,-20,5.02016
-24,-20,4.9823
-22,-20,4.94602
-20,-20,4.9117
-18,-20,4.87972
-16,-20,4.85044
-14,-20,4.8242
-12,-20,4.8013
-10,-20,4.782
-8,-20,4.76651
-6,-20,4.755
-4,-20,4.74757
-2,-20,4.74428
0,-20,4.7451
2,-20,4.74997
4,-20,4.75874
6,-20,4.77122
8,-20,4.78716
10,-20,4.80626
12,-20,4.82819
14,-20,4.85258
16,-20,4.87901
18,-20,4.90709
20,-20,4.93636
22,-20,4.96642
24,-20,4.99682
26,-20,5.02716
28,-20,5.05706
30,-20,5.08615
32,-20,5.11409
34,-20,5.14061
36,-20,5.16543
38,-20,5.18837
40,-20,5.20926
42,-20,5.22797
44,-20,5.24444
46,-20,5.25865
48,-20,5.27061
50,-20,5.28037
52,-20,5.28804
54,-20,5.29374
56,-20,5.29763
58,-20,5.29989
60,-20,5.3007
62,-20,5.3003
64,-20,5.29888
66,-20,5.29668
68,-20,5.29391
70,-20,5.29079
72,-20,5.28752
74,-20,5.28428
76,-20,5.28125
78,-20,5.27857
80,-20,5.27638
82,-20,5.27479
84,-20,5.27387
86,-20,5.27368
88,-20,5.27426
90,-20,5.27562
-90,-18,5.65262
-88,-18,5.65554
-86,-18,5.6575
-84,-18,5.65846
-82,-18,5.65839
-80,-18,5.65724
-78,-18,5.65496
-76,-18,5.65149
-74,-18,5.64679
-72,-18,5.64078
-70,-18,5.63341
-68,-18,5.62463
-66,-18,5.61438
-64,-18,5.60261
-62,-18,5.58929
-60,-18,5.57437
-58,-18,5.55784
-56,-18,5.53969
-54,-18,5.51993
-52,-18,5.4986
-50,-18,5.47572
-48,-18,5.45138
-46,-18,5.42564
-44,-18,5.39864
-42,-18,5.37049
-40,-18,5.34136
-38,-18,5.31141
-36,-18,5.28086
-34,-18,5.24991
-32,-18,5.21881
-30,-18,5.1878
-28,-18,5.15714
-26,-18,5.12712
-24,-18,5.098
-22,-18,5.07006
-20,-18,5.04358
-18,-18,5.0188
-16,-18,4.99599
-14,-18,4.97537
-12,-18,4.95714
-10,-18,4.94148
-8,-18,4.92853
-6,-18,4.9184
-4,-18,4.91116
-2,-18,4.90684
0,-18,4.90542
2,-18,4.90685
4,-18,4.91104
6,-18,4.91786
8,-18,4.92712
10,-18,4.93863
12,-18,4.95216
14,-18,4.96745
16,-18,4.98422
18,-18,5.00218
20,-18,5.02104
22,-18,5.04049
24,-18,5.06023
26,-18,5.07997
28,-18,5.09943
30,-18,5.11836
32,-18,5.13651
34,-18,5.15368
36,-18,5.16967
38,-18,5.18433
40,-18,5.19753
42,-18,5.2092
44,-18,5.21926
46,-18,5.22769
48,-18,5.2345
50,-18,5.23973
52,-18,5.24345
54,-18,5.24573
56,-18,5.24671
58,-18,5.2465
60,-18,5.24525
62,-18,5.24313
64,-18,5.2403
66,-18,5.23694
68,-18,5.23321
70,-18,5.22928
72,-18,5.22532
74,-18,5.22148
76,-18,5.2179
78,-18,5.21471
80,-18,5.21202
82,-18,5.20993
84,-18,5.2085
86,-18,5.20779
88,-18,5.20784
90,-18,5.20865
-90,-16,5.61349
-88,-16,5.6163
-86,-16,5.61832
-84,-16,5.61951
-82,-16,5.61985
-80,-16,5.6193
-78,-16,5.61783
-76,-16,5.6154
-74,-16,5.61197
-72,-16,5.60751
-70,-16,5.60196
-68,-16,5.5953
-66,-16,5.58749
-64,-16,5.57851
-62,-16,5.56833
-60,-16,5.55694
-58,-16,5.54433
-56,-16,5.53051
-54,-16,5.5155
-52,-16,5.49933
-50,-16,5.48203
-48,-16,5.46366
-46,-16,5.4443
-44,-16,5.42403
-42,-16,5.40296
-40,-16,5.38119
-38,-16,5.35886
-36,-16,5.33611
-34,-16,5.31311
-32,-16,5.29
-30,-16,5.26698
-28,-16,5.24421
-26,-16,5.22188
-24,-16,5.20019
-22,-16,5.1793
-20,-16,5.15941
-18,-16,5.14068
-16,-16,5.12328
-14,-16,5.10735
-12,-16,5.09303
-10,-16,5.08042
-8,-16,5.06962
-6,-16,5.06069
-4,-16,5.05368
-2,-16,5.0486
0,-16,5.04544
2,-16,5.04417
4,-16,5.04472
6,-16,5.047
8,-16,5.05091
10,-16,5.05631
12,-16,5.06304
14,-16,5.07095
16,-16,5.07984
18,-16,5.08954
20,-16,5.09983
22,-16,5.11053
24,-16,5.12144
26,-16,5.13236
28,-16,5.1431
30,-16,5.1535
32,-16,5.16338
34,-16,5.17262
36,-16,5.18107
38,-16,5.18864
40,-16,5.19524
42,-16,5.20081
44,-16,5.2053
46,-16,5.2087
48,-16,5.21102
50,-16,5.21228
52,-16,5.21252
54,-16,5.21182
56,-16,5.21024
58,-16,5.2079
60,-16,5.20488
62,-16,5.20132
64,-16,5.19734
66,-16,5.19305
68,-16,5.1886
70,-16,5.18411
72,-16,5.1797
74,-16,5.17549
76,-16,5.1716
78,-16,5.16811
80,-16,5.16513
82,-16,5.16273
84,-16,5.16096
86,-16,5.15988
88,-16,5.1595
90,-16,5.15985
-90,-14,5.58247
-88,-14,5.58504
-86,-14,5.58697
-84,-14,5.58825
-82,-14,5.58886
-80,-14,5.58878
-78,-14,5.58797
-76,-14,5.58642
-74,-14,5.5841
-72,-14,5.58099
-70,-14,5.57706
-68,-14,5.57229
-66,-14,5.56667
-64,-14,5.56019
-62,-14,5.55282
-60,-14,5.54457
-58,-14,5.53545
-56,-14,5.52545
-54,-14,5.51461
-52,-14,5.50293
-50,-14,5.49047
-48,-14,5.47726
-46,-14,5.46336
-44,-14,5.44883
-42,-14,5.43373
-40,-14,5.41816
-38,-14,5.40219
-36,-14,5.38594
-34,-14,5.36949
-32,-14,5.35295
-30,-14,5.33645
-28,-14,5.3201
-26,-14,5.30401
-24,-14,5.2883
-22,-14,5.27308
-20,-14,5.25848
-18,-14,5.24459
-16,-14,5.23151
-14,-14,5.21934
-12,-14,5.20815
-10,-14,5.19801
-8,-14,5.18897
-6,-14,5.18107
-4,-14,5.17435
-2,-14,5.1688
0,-14,5.16441
2,-14,5.16117
4,-14,5.15904
6,-14,5.15796
8,-14,5.15786
10,-14,5.15866
12,-14,5.16027
14,-14,5.16259
16,-14,5.16551
18,-14,5.16891
20,-14,5.17267
22,-14,5.17667
24,-14,5.18079
26,-14,5.18491
28,-14,5.18892
30,-14,5.1927
32,-14,5.19617
34,-14,5.19924
36,-14,5.20182
38,-14,5.20385
40,-14,5.20529
42,-14,5.20609
44,-14,5.20624
46,-14,5.20572
48,-14,5.20454
50,-14,5.20273
52,-14,5.20031
54,-14,5.19734
56,-14,5.19387
58,-14,5.18997
60,-14,5.18571
62,-14,5.18118
64,-14,5.17646
66,-14,5.17165
68,-14,5.16684
70,-14,5.16211
72,-14,5.15756
74,-14,5.15327
76,-14,5.14933
78,-14,5.1458
80,-14,5.14276
82,-14,5.14025
84,-14,5.13833
86,-14,5.13702
88,-14,5.13635
90,-14,5.13632
-90,-12,5.56222
-88,-12,5.56444
-86,-12,5.56618
-84,-12,5.56743
-82,-12,5.56816
-80,-12,5.56838
-78,-12,5.56806
-76,-12,5.56719
-74,-12,5.56575
-72,-12,5.56373
-70,-12,5.56113
-68,-12,5.55792
-66,-12,5.5541
-64,-12,5.54967
-62,-12,5.54462
-60,-12,5.53896
-58,-12,5.53269
-56,-12,5.52582
-54,-12,5.51836
-52,-12,5.51034
-50,-12,5.50178
-48,-12,5.4927
-46,-12,5.48316
-44,-12,5.47318
-42,-12,5.46282
-40,-12,5.45211
-38,-12,5.44113
-36,-12,5.42993
-34,-12,5.41857
-32,-12,5.40712
-30,-12,5.39565
-28,-12,5.38422
-26,-12,5.3729
-24,-12,5.36177
-22,-12,5.35089
-20,-12,5.34032
-18,-12,5.33013
-16,-12,5.32036
-14,-12,5.31108
-12,-12,5.30233
-10,-12,5.29414
-8,-12,5.28654
-6,-12,5.27956
-4,-12,5.27321
-2,-12,5.26749
0,-12,5.26241
2,-12,5.25794
4,-12,5.25406
6,-12,5.25075
8,-12,5.24797
10,-12,5.24566
12,-12,5.24379
14,-12,5.2423
16,-12,5.24112
18,-12,5.24018
20,-12,5.23944
22,-12,5.23881
24,-12,5.23824
26,-12,5.23766
28,-12,5.23701
30,-12,5.23622
32,-12,5.23526
34,-12,5.23406
36,-12,5.2326
38,-12,5.23084
40,-12,5.22875
42,-12,5.22632
44,-12,5.22354
46,-12,5.22041
48,-12,5.21695
50,-12,5.21317
52,-12,5.20909
54,-12,5.20475
56,-12,5.20019
58,-12,5.19546
60,-12,5.19061
62,-12,5.18568
64,-12,5.18075
66,-12,5.17588
68,-12,5.17111
70,-12,5.16652
72,-12,5.16216
74,-12,5.1581
76,-12,5.15437
78,-12,5.15105
80,-12,5.14816
82,-12,5.14574
84,-12,5.14383
86,-12,5.14245
88,-12,5.14161
90,-12,5.14132
-90,-10,5.55207
-88,-10,5.55388
-86,-10,5.55534
-84,-10,5.55645
-82,-10,5.55718
-80,-10,5.55754
-78,-10,5.55752
-76,-10,5.5571
-74,-10,5.55629
-72,-10,5.55507
-70,-10,5.55344
-68,-10,5.5514
-66,-10,5.54894
-64,-10,5.54606
-62,-10,5.54277
-60,-10,5.53906
-58,-10,5.53494
-56,-10,5.53042
-54,-10,5.52551
-52,-10,5.52022
-50,-10,5.51457
-48,-10,5.50857
-46,-10,5.50226
-44,-10,5.49565
-42,-10,5.48876
-40,-10,5.48164
-38,-10,5.47431
-36,-10,5.4668
-34,-10,5.45915
-32,-10,5.4514
-30,-10,5.44357
-28,-10,5.43572
-26,-10,5.42787
-24,-10,5.42006
-22,-10,5.41233
-20,-10,5.40471
-18,-10,5.39724
-16,-10,5.38994
-14,-10,5.38284
-12,-10,5.37596
-10,-10,5.36933
-8,-10,5.36295
-6,-10,5.35685
-4,-10,5.35102
-2,-10,5.34547
0,-10,5.34021
2,-10,5.33522
4,-10,5.33049
6,-10,5.32601
8,-10,5.32177
10,-10,5.31774
12,-10,5.3139
14,-10,5.31022
16,-10,5.30668
18,-10,5.30325
20,-10,5.29989
22,-10,5.29658
24,-10,5.29328
26,-10,5.28997
28,-10,5.28662
30,-10,5.28321
32,-10,5.27971
34,-10,5.27611
36,-10,5.27238
38,-10,5.26853
40,-10,5.26453
42,-10,5.26039
44,-10,5.25612
46,-10,5.25171
48,-10,5.24718
50,-10,5.24254
52,-10,5.23782
54,-10,5.23303
56,-10,5.22821
58,-10,5.22338
60,-10,5.21858
62,-10,5.21384
64,-10,5.2092
66,-10,5.2047
68,-10,5.20037
70,-10,5.19625
72,-10,5.19238
74,-10,5.18879
76,-10,5.18552
78,-10,5.18259
80,-10,5.18003
82,-10,5.17786
84,-10,5.17611
86,-10,5.17479
88,-10,5.1739
90,-10,5.17345
-90,-8,5.54825
-88,-8,5.54963
-86,-8,5.55077
-84,-8,5.55165
-82,-8,5.55228
-80,-8,5.55265
-78,-8,5.55275
-76,-8,5.55259
-74,-8,5.55216
-72,-8,5.55145
-70,-8,5.55047
-68,-8,5.54922
-66,-8,5.54768
-64,-8,5.54587
-62,-8,5.54379
-60,-8,5.54143
-58,-8,5.53881
-56,-8,5.53592
-54,-8,5.53277
-52,-8,5.52938
-50,-8,5.52574
-48,-8,5.52187
-46,-8,5.51779
-44,-8,5.5135
-42,-8,5.50901
-40,-8,5.50435
-38,-8,5.49953
-36,-8,5.49456
-34,-8,5.48947
-32,-8,5.48426
-30,-8,5.47896
-28,-8,5.47359
-26,-8,5.46816
-24,-8,5.46269
-22,-8,5.4572
-20,-8,5.4517
-18,-8,5.44622
-16,-8,5.44075
-14,-8,5.43533
-12,-8,5.42995
-10,-8,5.42463
-8,-8,5.41937
-6,-8,5.41419
-4,-8,5.40909
-2,-8,5.40407
0,-8,5.39913
2,-8,5.39428
4,-8,5.3895
6,-8,5.3848
8,-8,5.38018
10,-8,5.37562
12,-8,5.37111
14,-8,5.36666
16,-8,5.36225
18,-8,5.35787
20,-8,5.35351
22,-8,5.34916
24,-8,5.34482
26,-8,5.34047
28,-8,5.33612
30,-8,5.33174
32,-8,5.32735
34,-8,5.32292
36,-8,5.31847
38,-8,5.31399
40,-8,5.30949
42,-8,5.30496
44,-8,5.30042
46,-8,5.29587
48,-8,5.29133
50,-8,5.2868
52,-8,5.2823
54,-8,5.27785
56,-8,5.27345
58,-8,5.26914
60,-8,5.26493
62,-8,5.26085
64,-8,5.2569
66,-8,5.25311
68,-8,5.24951
70,-8,5.24611
72,-8,5.24294
74,-8,5.24001
76,-8,5.23734
78,-8,5.23494
80,-8,5.23284
82,-8,5.23104
84,-8,5.22955
86,-8,5.22838
88,-8,5.22754
90,-8,5.22702
-90,-6,5.5449
-88,-6,5.54586
-86,-6,5.54666
-84,-6,5.54728
-82,-6,5.54774
-80,-6,5.54802
-78,-6,5.54813
-76,-6,5.54807
-74,-6,5.54783
-72,-6,5.54741
-70,-6,5.54681
-68,-6,5.54603
-66,-6,5.54508
-64,-6,5.54394
-62,-6,5.54263
-60,-6,5.54115
-58,-6,5.53949
-56,-6,5.53767
-54,-6,5.53567
-52,-6,5.53352
-50,-6,5.5312
-48,-6,5.52873
-46,-6,5.52611
-44,-6,5.52335
-42,-6,5.52046
-40,-6,5.51743
-38,-6,5.51428
-36,-6,5.51101
-34,-6,5.50764
-32,-6,5.50417
-30,-6,5.5006
-28,-6,5.49695
-26,-6,5.49322
-24,-6,5.48942
-22,-6,5.48556
-20,-6,5.48164
-18,-6,5.47768
-16,-6,5.47367
-14,-6,5.46963
-12,-6,5.46556
-10,-6,5.46147
-8,-6,5.45736
-6,-6,5.45323
-4,-6,5.4491
-2,-6,5.44496
0,-6,5.44081
2,-6,5.43666
4,-6,5.43251
6,-6,5.42837
8,-6,5.42422
10,-6,5.42008
12,-6,5.41594
14,-6,5.41181
16,-6,5.40768
18,-6,5.40356
20,-6,5.39944
22,-6,5.39533
24,-6,5.39123
26,-6,5.38713
28,-6,5.38304
30,-6,5.37896
32,-6,5.3749
34,-6,5.37085
36,-6,5.36682
38,-6,5.36282
40,-6,5.35884
42,-6,5.3549
44,-6,5.351
46,-6,5.34715
48,-6,5.34336
50,-6,5.33963
52,-6,5.33597
54,-6,5.3324
56,-6,5.32892
58,-6,5.32554
60,-6,5.32228
62,-6,5.31914
64,-6,5.31613
66,-6,5.31327
68,-6,5.31057
70,-6,5.30802
72,-6,5.30566
74,-6,5.30347
76,-6,5.30148
78,-6,5.29969
80,-6,5.2981
82,-6,5.29673
84,-6,5.29556
86,-6,5.29462
88,-6,5.2939
90,-6,5.29341
-90,-4,5.5355
-88,-4,5.53608
-86,-4,5.53655
-84,-4,5.53692
-82,-4,5.53719
-80,-4,5.53735
-78,-4,5.5374
-76,-4,5.53734
-74,-4,5.53718
-72,-4,5.53691
-70,-4,5.53653
-68,-4,5.53604
-66,-4,5.53544
-64,-4,5.53473
-62,-4,5.53392
-60,-4,5.533
-58,-4,5.53198
-56,-4,5.53085
-54,-4,5.52962
-52,-4,5.52829
-50,-4,5.52685
-48,-4,5.52533
-46,-4,5.5237
-44,-4,5.52199
-42,-4,5.52018
-40,-4,5.51829
-38,-4,5.51632
-36,-4,5.51426
-34,-4,5.51212
-32,-4,5.50991
-30,-4,5.50762
-28,-4,5.50527
-26,-4,5.50285
-24,-4,5.50037
-22,-4,5.49783
-20,-4,5.49523
-18,-4,5.49259
-16,-4,5.48989
-14,-4,5.48715
-12,-4,5.48436
-10,-4,5.48154
-8,-4,5.47867
-6,-4,5.47578
-4,-4,5.47286
-2,-4,5.46991
0,-4,5.46693
2,-4,5.46394
4,-4,5.46093
6,-4,5.4579
8,-4,5.45486
10,-4,5.45181
12,-4,5.44875
14,-4,5.44569
16,-4,5.44263
18,-4,5.43957
20,-4,5.43652
22,-4,5.43347
24,-4,5.43043
26,-4,5.42741
28,-4,5.42441
30,-4,5.42143
32,-4,5.41847
34,-4,5.41554
36,-4,5.41265
38,-4,5.40979
40,-4,5.40697
42,-4,5.4042
44,-4,5.40148
46,-4,5.39881
48,-4,5.3962
50,-4,5.39365
52,-4,5.39117
54,-4,5.38877
56,-4,5.38644
58,-4,5.3842
60,-4,5.38204
62,-4,5.37997
64,-4,5.37801
66,-4,5.37614
68,-4,5.37438
70,-4,5.37272
72,-4,5.37118
74,-4,5.36976
76,-4,5.36846
78,-4,5.36728
80,-4,5.36623
82,-4,5.3653
84,-4,5.3645
86,-4,5.36384
88,-4,5.3633
90,-4,5.3629
-90,-2,5.51442
-88,-2,5.51467
-86,-2,5.51488
-84,-2,5.51503
-82,-2,5.51513
-80,-2,5.51517
-78,-2,5.51517
-76,-2,5.51511
-74,-2,5.515
-72,-2,5.51483
-70,-2,5.51462
-68,-2,5.51435
-66,-2,5.51403
-64,-2,5.51365
-62,-2,5.51323
-60,-2,5.51275
-58,-2,5.51222
-56,-2,5.51165
-54,-2,5.51102
-52,-2,5.51034
-50,-2,5.50961
-48,-2,5.50884
-46,-2,5.50802
-44,-2,5.50716
-42,-2,5.50624
-40,-2,5.50529
-38,-2,5.50429
-36,-2,5.50325
-34,-2,5.50217
-32,-2,5.50106
-30,-2,5.4999
-28,-2,5.49871
-26,-2,5.49748
-24,-2,5.49622
-22,-2,5.49492
-20,-2,5.4936
-18,-2,5.49225
-16,-2,5.49086
-14,-2,5.48946
-12,-2,5.48803
-10,-2,5.48657
-8,-2,5.4851
-6,-2,5.4836
-4,-2,5.48209
-2,-2,5.48057
0,-2,5.47903
2,-2,5.47747
4,-2,5.47591
6,-2,5.47434
8,-2,5.47277
10,-2,5.47119
12,-2,5.4696
14,-2,5.46802
16,-2,5.46644
18,-2,5.46486
20,-2,5.46329
22,-2,5.46173
24,-2,5.46017
26,-2,5.45863
28,-2,5.4571
30,-2,5.45558
32,-2,5.45409
34,-2,5.45261
36,-2,5.45116
38,-2,5.44973
40,-2,5.44832
42,-2,5.44694
44,-2,5.4456
46,-2,5.44428
48,-2,5.443
50,-2,5.44175
52,-2,5.44054
54,-2,5.43937
56,-2,5.43824
58,-2,5.43716
60,-2,5.43611
62,-2,5.43512
64,-2,5.43417
66,-2,5.43327
68,-2,5.43242
70,-2,5.43162
72,-2,5.43087
74,-2,5.43018
76,-2,5.42954
78,-2,5.42896
80,-2,5.42843
82,-2,5.42796
84,-2,5.42755
86,-2,5.4272
88,-2,5.4269
90,-2,5.42667
-90,0,5.47824
-88,0,5.47824
-86,0,5.47824
-84,0,5.47824
-82,0,5.47824
-80,0,5.47824
-78,0,5.47824
-76,0,5.47824
-74,0,5.47824
-72,0,5.47824
-70,0,5.47824
-68,0,5.47824
-66,0,5.47824
-64,0,5.47824
-62,0,5.47824
-60,0,5.47824
-58,0,5.47824
-56,0,5.47824
-54,0,5.47824
-52,0,5.47824
-50,0,5.47824
-48,0,5.47824
-46,0,5.47824
-44,0,5.47824
-42,0,5.47824
-40,0,5.47824
-38,0,5.47824
-36,0,5.47824
-34,0,5.47824
-32,0,5.47824
-30,0,5.47824
-28,0,5.47824
-26,0,5.47824
-24,0,5.47824
-22,0,5.47824
-20,0,5.47824
-18,0,5.47824
-16,0,5.47824
-14,0,5.47824
-12,0,5.47824
-10,0,5.47824
-8,0,5.47824
-6,0,5.47824
-4,0,5.47824
-2,0,5.47824
0,0,5.47824
2,0,5.47824
4,0,5.47824
6,0,5.47824
8,0,5.47824
10,0,5.47824
12,0,5.47824
14,0,5.47824
16,0,5.47824
18,0,5.47824
20,0,5.47824
22,0,5.47824
24,0,5.47824
26,0,5.47824
28,0,5.47824
30,0,5.47824
32,0,5.47824
34,0,5.47824
36,0,5.47824
38,0,5.47824
40,0,5.47824
42,0,5.47824
44,0,5.47824
46,0,5.47824
48,0,5.47824
50,0,5.47824
52,0,5.47824
54,0,5.47824
56,0,5.47824
58,0,5.47824
60,0,5.47824
62,0,5.47824
64,0,5.47824
66,0,5.47824
68,0,5.47824
70,0,5.47824
72,0,5.47824
74,0,5.47824
76,0,5.47824
78,0,5.47824
80,0,5.47824
82,0,5.47824
84,0,5.47824
86,0,5.47824
88,0,5.47824
90,0,5.47824
-90,2,5.42667
-88,2,5.42649
-86,2,5.42637
-84,2,5.42632
-82,2,5.42632
-80,2,5.42638
-78,2,5.4265
-76,2,5.42667
-74,2,5.42691
-72,2,5.4272
-70,2,5.42754
-68,2,5.42795
-66,2,5.4284
-64,2,5.42891
-62,2,5.42947
-60,2,5.43009
-58,2,5.43075
-56,2,5.43146
-54,2,5.43222
-52,2,5.43303
-50,2,5.43388
-48,2,5.43477
-46,2,5.43571
-44,2,5.43668
-42,2,5.4377
-40,2,5.43875
-38,2,5.43984
-36,2,5.44096
-34,2,5.44212
-32,2,5.4433
-30,2,5.44452
-28,2,5.44576
-26,2,5.44703
-24,2,5.44833
-22,2,5.44964
-20,2,5.45098
-18,2,5.45234
-16,2,5.45372
-14,2,5.45511
-12,2,5.45652
-10,2,5.45795
-8,2,5.45938
-6,2,5.46083
-4,2,5.46229
-2,2,5.46375
0,2,5.46522
2,2,5.4667
4,2,5.46818
6,2,5.46966
8,2,5.47114
10,2,5.47262
12,2,5.47409
14,2,5.47556
16,2,5.47703
18,2,5.47849
20,2,5.47994
22,2,5.48138
24,2,5.48281
26,2,5.48423
28,2,5.48563
30,2,5.48701
32,2,5.48838
34,2,5.48973
36,2,5.49106
38,2,5.49237
40,2,5.49365
42,2,5.49491
44,2,5.49614
46,2,5.49734
48,2,5.49852
50,2,5.49967
52,2,5.50078
54,2,5.50186
56,2,5.50291
58,2,5.50392
60,2,5.5049
62,2,5.50584
64,2,5.50674
66,2,5.5076
68,2,5.50841
70,2,5.50919
72,2,5.50992
74,2,5.51061
76,2,5.51125
78,2,5.51185
80,2,5.5124
82,2,5.5129
84,2,5.51336
86,2,5.51376
88,2,5.51412
90,2,5.51442
-90,4,5.3629
-88,4,5.36263
-86,4,5.36249
-84,4,5.36249
-82,4,5.36261
-80,4,5.36287
-78,4,5.36325
-76,4,5.36376
-74,4,5.36439
-72,4,5.36513
-70,4,5.366
-68,4,5.36698
-66,4,5.36806
-64,4,5.36926
-62,4,5.37055
-60,4,5.37194
-58,4,5.37342
-56,4,5.37499
-54,4,5.37665
-52,4,5.37838
-50,4,5.38019
-48,4,5.38207
-46,4,5.38402
-44,4,5.38603
-42,4,5.3881
-40,4,5.39023
-38,4,5.39241
-36,4,5.39463
-34,4,5.3969
-32,4,5.39922
-30,4,5.40157
-28,4,5.40395
-26,4,5.40638
-24,4,5.40883
-22,4,5.41131
-20,4,5.41382
-18,4,5.41636
-16,4,5.41892
-14,4,5.4215
-12,4,5.4241
-10,4,5.42672
-8,4,5.42936
-6,4,5.43202
-4,4,5.43468
-2,4,5.43737
0,4,5.44006
2,4,5.44276
4,4,5.44547
6,4,5.44819
8,4,5.45092
10,4,5.45364
12,4,5.45637
14,4,5.4591
16,4,5.46182
18,4,5.46454
20,4,5.46725
22,4,5.46996
24,4,5.47264
26,4,5.47532
28,4,5.47798
30,4,5.48061
32,4,5.48323
34,4,5.48581
36,4,5.48837
38,4,5.4909
40,4,5.49339
42,4,5.49584
44,4,5.49825
46,4,5.50061
48,4,5.50293
50,4,5.5052
52,4,5.50741
54,4,5.50957
56,4,5.51166
58,4,5.5137
60,4,5.51566
62,4,5.51756
64,4,5.51939
66,4,5.52114
68,4,5.52282
70,4,5.52441
72,4,5.52593
74,4,5.52736
76,4,5.5287
78,4,5.52995
80,4,5.53112
82,4,5.53219
84,4,5.53316
86,4,5.53404
88,4,5.53482
90,4,5.5355
-90,6,5.29341
-88,6,5.29313
-86,6,5.29308
-84,6,5.29324
-82,6,5.29363
-80,6,5.29422
-78,6,5.29502
-76,6,5.29602
-74,6,5.29721
-72,6,5.29858
-70,6,5.30013
