# Micromissile
# Mass m = 0.37 kg
# Coefficient of drag C_D = 0.7
# Cross-sectional area = 3e-4 m^2
# Air density = 1.204 kg/m^3
# Initial speed = 1000 m/s
# No lift-induced drag, no gravity

Distance [m],Speed [m/s]
8051.69,61.5697
8052.31,61.5567
8052.94,61.5438
8053.56,61.5309
8054.19,61.5179
8054.81,61.505
8055.44,61.4921
8056.06,61.4791
8056.69,61.4662
8057.31,61.4533
8057.94,61.4405
8058.56,61.4276
8059.19,61.4147
8059.81,61.4018
8060.44,61.3889
8061.06,61.376
8061.69,61.3632
8062.31,61.3503
8062.94,61.3374
8063.56,61.3246
8064.19,61.3117
8064.81,61.2989
8065.44,61.286
8066.06,61.2732
8066.69,61.2604
8067.31,61.2476
8067.94,61.2348
8068.56,61.222
8069.19,61.2091
8069.81,61.1963
8070.44,61.1836
8071.06,61.1708
8071.69,61.158
8072.31,61.1452
8072.94,61.1324
8073.56,61.1197
8074.19,61.1069
8074.81,61.0941
8075.44,61.0814
8076.06,61.0687
8076.69,61.0559
8077.31,61.0432
8077.94,61.0304
8078.56,61.0177
8079.19,61.005
8079.81,60.9923
8080.44,60.9796
8081.06,60.9669
8081.69,60.9542
8082.31,60.9415
8082.94,60.9288
8083.56,60.9161
8084.19,60.9035
8084.81,60.8908
8085.44,60.8781
8086.06,60.8655
8086.69,60.8528
8087.31,60.8401
8087.94,60.8275
8088.56,60.8149
8089.19,60.8022
8089.81,60.7896
8090.44,60.777
8091.06,60.7644
8091.69,60.7517
8092.31,60.7391
8092.94,60.7265
8093.56,60.7139
8094.19,60.7014
8094.81,60.6888
8095.44,60.6762
8096.06,60.6636
8096.69,60.651
8097.31,60.6385
8097.94,60.6259
8098.56,60.6133
8099.19,60.6008
8099.81,60.5882
8100.44,60.5757
8101.06,60.5631
8101.69,60.5506
8102.31,60.5381
8102.94,60.5256
8103.56,60.5131
8104.19,60.5006
8104.81,60.4881
8105.44,60.4756
8106.06,60.4631
8106.69,60.4506
8107.31,60.4381
8107.94,60.4256
8108.56,60.4132
8109.19,60.4007
8109.81,60.3882
8110.44,60.3757
8111.06,60.3633
8111.69,60.3509
8112.31,60.3384
8112.94,60.326
8113.56,60.3136
8114.19,60.3011
8114.81,60.2887
8115.44,60.2763
8116.06,60.2639
8116.69,60.2515
8117.31,60.2391
8117.94,60.2267
8118.56,60.2143
8119.19,60.2019
8119.81,60.1895
8120.44,60.1771
8121.06,60.1648
8121.69,60.1524
8122.31,60.1401
8122.94,60.1277
8123.56,60.1153
8124.19,60.103
8124.81,60.0906
8125.44,60.0783
8126.06,60.066
8126.69,60.0537
8127.31,60.0413
8127.94,60.029
8128.56,60.0167
8129.19,60.0044
8129.81,59.9921
8130.44,59.9798
8131.06,59.9675
8131.69,59.9552
8132.31,59.943
8132.94,59.9307
8133.56,59.9184
8134.19,59.9061
8134.81,59.8939
8135.44,59.8816
8136.06,59.8694
8136.69,59.8572
8137.31,59.8449
8137.94,59.8327
8138.56,59.8204
8139.19,59.8082
8139.81,59.796
8140.44,59.7838
8141.06,59.7716
8141.69,59.7594
8142.31,59.7472
8142.94,59.735
8143.56,59.7228
8144.19,59.7106
8144.81,59.6984
8145.44,59.6863
8146.06,59.6741
8146.69,59.6619
8147.31,59.6497
8147.94,59.6376
8148.56,59.6254
8149.19,59.6133
8149.81,59.6012
8150.44,59.589
8151.06,59.5769
8151.69,59.5648
8152.31,59.5526
8152.94,59.5405
8153.56,59.5284
8154.19,59.5163
8154.81,59.5042
8155.44,59.4921
8156.06,59.48
8156.69,59.4679
8157.31,59.4559
8157.94,59.4438
8158.56,59.4317
8159.19,59.4197
8159.81,59.4076
8160.44,59.3955
8161.06,59.3835
8161.69,59.3714
8162.31,59.3594
8162.94,59.3473
8163.56,59.3353
8164.19,59.3233
8164.81,59.3113
8165.44,59.2993
8166.06,59.2873
8166.69,59.2752
8167.31,59.2632
8167.94,59.2512
8168.56,59.2392
8169.19,59.2273
8169.81,59.2153
8170.44,59.2033
8171.06,59.1913
8171.69,59.1793
8172.31,59.1674
8172.94,59.1554
8173.56,59.1435
8174.19,59.1315
8174.81,59.1196
8175.44,59.1077
8176.06,59.0957
8176.69,59.0838
8177.31,59.0718
8177.94,59.0599
8178.56,59.048
8179.19,59.0361
8179.81,59.0242
8180.44,59.0123
8181.06,59.0004
8181.69,58.9885
8182.31,58.9766
8182.94,58.9647
8183.56,58.9529
8184.19,58.941
8184.81,58.9291
8185.44,58.9173
8186.06,58.9054
8186.69,58.8935
8187.31,58.8817
8187.94,58.8698
8188.56,58.858
8189.19,58.8462
8189.81,58.8344
8190.44,58.8225
8191.06,58.8107
8191.69,58.7989
8192.31,58.7871
8192.94,58.7753
8193.56,58.7635
8194.19,58.7517
8194.81,58.7399
8195.44,58.7281
8196.06,58.7163
8196.69,58.7045
8197.31,58.6927
8197.94,58.681
8198.56,58.6692
8199.19,58.6575
8199.81,58.6457
8200.44,58.634
8201.06,58.6222
8201.69,58.6105
8202.31,58.5987
8202.94,58.587
8203.56,58.5753
8204.19,58.5636
8204.81,58.5519
8205.44,58.5402
8206.06,58.5284
8206.69,58.5167
8207.31,58.505
8207.94,58.4933
8208.56,58.4817
8209.19,58.47
8209.81,58.4583
8210.44,58.4466
8211.06,58.435
8211.69,58.4233
8212.31,58.4116
8212.94,58.3999
8213.56,58.3883
8214.19,58.3767
8214.81,58.365
8215.44,58.3534
8216.06,58.3418
8216.69,58.3301
8217.31,58.3185
8217.94,58.3069
8218.56,58.2953
8219.19,58.2837
8219.81,58.2721
8220.44,58.2605
8221.06,58.2489
8221.69,58.2373
8222.31,58.2257
8222.94,58.2141
8223.56,58.2025
8224.19,58.191
8224.81,58.1794
8225.44,58.1678
8226.06,58.1563
8226.69,58.1447
8227.31,58.1332
8227.94,58.1216
8228.56,58.1101
8229.19,58.0985
8229.81,58.087
8230.44,58.0755
8231.06,58.064
8231.69,58.0525
8232.31,58.0409
8232.94,58.0294
8233.56,58.0179
8234.19,58.0064
8234.81,57.9949
8235.44,57.9835
8236.06,57.972
8236.69,57.9605
8237.31,57.949
8237.94,57.9375
8238.56,57.926
8239.19,57.9146
8239.81,57.9031
8240.44,57.8917
8241.06,57.8802
8241.69,57.8688
8242.31,57.8574
8242.94,57.8459
8243.56,57.8345
8244.19,57.823
8244.81,57.8116
8245.44,57.8002
8246.06,57.7888
8246.69,57.7774
8247.31,57.766
8247.94,57.7546
8248.56,57.7432
8249.19,57.7318
8249.81,57.7204
8250.44,57.709
8251.06,57.6977
8251.69,57.6863
8252.31,57.6749
8252.94,57.6636
8253.56,57.6522
8254.19,57.6408
8254.81,57.6295
8255.44,57.6181
8256.06,57.6068
8256.69,57.5955
8257.31,57.5842
8257.94,57.5728
8258.56,57.5615
8259.19,57.5502
8259.81,57.5388
8260.44,57.5275
8261.06,57.5162
8261.69,57.5049
8262.31,57.4937
8262.94,57.4824
8263.56,57.4711
8264.19,57.4598
8264.81,57.4485
8265.44,57.4372
8266.06,57.4259
8266.69,57.4147
8267.31,57.4034
8267.94,57.3922
8268.5,57.3821
8269.12,57.3708
8269.75,57.3596
8270.38,57.3483
8271,57.3371
8271.62,57.3258
8272.25,57.3146
8272.88,57.3034
8273.5,57.2922
8274.12,57.281
8274.75,57.2698
8275.38,57.2585
8276,57.2473
8276.62,57.2361
8277.25,57.225
8277.88,57.2138
8278.5,57.2026
8279.12,57.1914
8279.75,57.1803
8280.38,57.1691
8281,57.1579
8281.62,57.1467
8282.25,57.1356
8282.88,57.1244
8283.5,57.1133
8284.12,57.1022
8284.75,57.091
8285.38,57.0799
8286,57.0687
8286.62,57.0576
8287.25,57.0465
8287.88,57.0354
8288.5,57.0243
8289.12,57.0132
8289.75,57.0021
8290.38,56.991
8291,56.9799
8291.62,56.9688
8292.25,56.9577
8292.88,56.9466
8293.5,56.9355
8294.12,56.9245
8294.75,56.9134
8295.38,56.9023
8296,56.8913
8296.62,56.8802
8297.25,56.8691
8297.88,56.8581
8298.5,56.847
8299.12,56.836
8299.75,56.825
8300.38,56.814
8301,56.8029
8301.62,56.7919
8302.25,56.7809
8302.88,56.7699
8303.5,56.7588
8304.12,56.7478
8304.75,56.7368
8305.38,56.7259
8306,56.7149
8306.62,56.7039
8307.25,56.6929
8307.88,56.6819
8308.5,56.6709
8309.12,56.6599
8309.75,56.649
8310.38,56.638
8311,56.6271
8311.62,56.6161
8312.25,56.6052
8312.88,56.5942
8313.5,56.5833
8314.12,56.5723
8314.75,56.5614
8315.38,56.5505
8316,56.5395
8316.62,56.5286
8317.25,56.5177
8317.88,56.5068
8318.5,56.4959
8319.12,56.485
8319.75,56.4741
8320.38,56.4632
8321,56.4523
8321.62,56.4414
8322.25,56.4305
8322.88,56.4197
8323.5,56.4088
8324.12,56.3979
8324.75,56.3871
8325.38,56.3762
8326,56.3653
8326.62,56.3545
8327.25,56.3436
8327.88,56.3328
8328.5,56.322
8329.12,56.3111
8329.75,56.3003
8330.38,56.2895
8331,56.2786
8331.62,56.2678
8332.25,56.257
8332.88,56.2462
8333.5,56.2354
8334.12,56.2246
8334.75,56.2138
8335.38,56.203
8336,56.1922
8336.62,56.1814
8337.25,56.1706
8337.88,56.1598
8338.5,56.149
8339.12,56.1383
8339.75,56.1275
8340.38,56.1168
8341,56.106
8341.62,56.0953
8342.25,56.0845
8342.88,56.0737
8343.5,56.063
8344.12,56.0523
8344.75,56.0415
8345.38,56.0308
8346,56.0201
8346.62,56.0094
8347.25,55.9987
8347.88,55.9879
8348.5,55.9772
8349.12,55.9665
8349.75,55.9558
8350.38,55.9451
8351,55.9344
8351.62,55.9238
8352.25,55.9131
8352.88,55.9024
8353.5,55.8917
8354.12,55.881
8354.75,55.8703
8355.38,55.8597
8356,55.849
8356.62,55.8384
8357.25,55.8277
8357.88,55.8171
8358.5,55.8065
8359.12,55.7958
8359.75,55.7852
8360.38,55.7745
8361,55.7639
8361.62,55.7533
8362.25,55.7427
8362.88,55.7321
8363.5,55.7215
8364.12,55.7108
8364.75,55.7002
8365.38,55.6896
8366,55.679
8366.62,55.6684
8367.25,55.6578
8367.88,55.6473
8368.5,55.6367
8369.12,55.6261
8369.75,55.6156
8370.38,55.605
8371,55.5944
8371.62,55.5839
8372.25,55.5733
8372.88,55.5627
8373.5,55.5522
8374.12,55.5417
8374.75,55.5311
8375.38,55.5206
8376,55.5101
8376.62,55.4996
8377.25,55.489
8377.88,55.4785
8378.5,55.468
8379.12,55.4575
8379.75,55.447
8380.38,55.4365
8381,55.426
8381.62,55.4155
8382.25,55.405
8382.88,55.3945
8383.5,55.384
8384.12,55.3735
8384.75,55.363
8385.38,55.3526
8386,55.3421
8386.62,55.3317
8387.25,55.3212
8387.88,55.3108
8388.5,55.3003
8389.12,55.2899
8389.75,55.2794
8390.38,55.269
8391,55.2585
8391.62,55.2481
8392.25,55.2377
8392.88,55.2273
8393.5,55.2168
8394.12,55.2064
8394.75,55.196
8395.38,55.1856
8396,55.1752
8396.62,55.1648
8397.25,55.1544
8397.88,55.144
8398.5,55.1336
8399.12,55.1232
8399.75,55.1129
8400.38,55.1025
8401,55.0921
8401.62,55.0817
8402.25,55.0714
8402.88,55.061
8403.5,55.0506
8404.12,55.0403
8404.75,55.03
8405.38,55.0196
8406,55.0093
8406.62,54.9989
8407.25,54.9886
8407.88,54.9783
8408.5,54.9679
8409.12,54.9576
8409.75,54.9473
8410.38,54.937
8411,54.9267
8411.62,54.9164
8412.25,54.9061
8412.88,54.8958
8413.5,54.8855
8414.12,54.8752
8414.75,54.8649
8415.38,54.8546
8416,54.8443
8416.62,54.834
8417.25,54.8238
8417.88,54.8135
8418.5,54.8033
8419.12,54.793
8419.75,54.7827
8420.38,54.7725
8421,54.7622
8421.62,54.752
8422.25,54.7417
8422.88,54.7315
8423.5,54.7213
8424.12,54.7111
8424.75,54.7008
8425.38,54.6906
8426,54.6804
8426.62,54.6702
8427.25,54.6599
8427.88,54.6497
8428.5,54.6395
8429.12,54.6293
8429.75,54.6192
8430.38,54.609
8431,54.5988
8431.62,54.5886
8432.25,54.5784
8432.88,54.5682
8433.5,54.558
8434.12,54.5479
8434.75,54.5377
8435.38,54.5276
8436,54.5174
8436.62,54.5073
8437.25,54.4971
8437.88,54.487
8438.5,54.4768
8439.12,54.4667
8439.75,54.4565
8440.38,54.4464
8441,54.4363
8441.62,54.4262
8442.25,54.4161
8442.88,54.4059
8443.5,54.3958
8444.12,54.3857
8444.75,54.3756
8445.38,54.3655
8446,54.3554
8446.62,54.3453
8447.25,54.3352
8447.88,54.3251
8448.5,54.3151
8449.12,54.305
8449.75,54.2949
8450.38,54.2849
8451,54.2748
8451.62,54.2647
8452.25,54.2546
8452.88,54.2446
8453.5,54.2345
8454.12,54.2245
8454.75,54.2144
8455.38,54.2044
8456,54.1944
8456.62,54.1843
8457.25,54.1743
8457.88,54.1643
8458.5,54.1543
8459.12,54.1442
8459.75,54.1342
8460.38,54.1242
8461,54.1142
8461.62,54.1042
8462.25,54.0942
8462.88,54.0842
8463.5,54.0742
8464.12,54.0642
8464.75,54.0542
8465.38,54.0442
8466,54.0342
8466.62,54.0243
8467.25,54.0143
8467.88,54.0044
8468.5,53.9944
8469.12,53.9845
8469.75,53.9745
8470.38,53.9645
8471,53.9546
8471.62,53.9446
8472.25,53.9347
8472.88,53.9247
8473.5,53.9148
8474.12,53.9049
8474.75,53.895
8475.38,53.8851
8476,53.8751
8476.62,53.8652
8477.25,53.8553
8477.88,53.8454
8478.5,53.8355
8479.12,53.8256
8479.75,53.8157
8480.38,53.8058
8481,53.7959
8481.62,53.786
8482.25,53.7761
8482.88,53.7663
8483.5,53.7564
8484.12,53.7465
8484.75,53.7366
8485.38,53.7267
8486,53.7169
8486.62,53.707
8487.25,53.6972
8487.88,53.6874
8488.5,53.6775
8489.12,53.6677
8489.75,53.6578
8490.38,53.648
8491,53.6382
8491.62,53.6283
8492.25,53.6185
8492.88,53.6087
8493.5,53.5989
8494.12,53.5891
8494.75,53.5793
8495.38,53.5694
8496,53.5596
8496.62,53.5498
8497.25,53.54
8497.88,53.5302
8498.5,53.5204
8499.12,53.5106
8499.75,53.5009
8500.38,53.4911
8501,53.4813
8501.62,53.4716
8502.25,53.4618
8502.88,53.452
8503.5,53.4423
8504.12,53.4325
8504.75,53.4227
8505.38,53.413
8506,53.4032
8506.62,53.3935
8507.25,53.3838
8507.88,53.3741
8508.5,53.3643
8509.12,53.3546
8509.75,53.3449
8510.38,53.3351
8511,53.3254
8511.62,53.3157
8512.25,53.306
8512.88,53.2963
8513.5,53.2866
8514.12,53.2769
8514.75,53.2672
8515.38,53.2575
8516,53.2478
8516.62,53.2381
8517.25,53.2284
8517.88,53.2188
8518.5,53.2091
8519.12,53.1994
8519.75,53.1897
8520.38,53.1801
8521,53.1704
8521.62,53.1608
8522.25,53.1511
8522.88,53.1415
8523.5,53.1318
8524.12,53.1222
8524.75,53.1125
8525.38,53.1029
8526,53.0932
8526.62,53.0836
8527.25,53.074
8527.88,53.0644
8528.5,53.0548
8529.12,53.0451
8529.75,53.0355
8530.38,53.0259
8531,53.0163
8531.62,53.0067
8532.25,52.9971
8532.88,52.9875
8533.5,52.9779
8534.12,52.9683
8534.75,52.9588
8535.38,52.9492
8536,52.9396
8536.62,52.93
8537.25,52.9205
8537.88,52.9109
8538.5,52.9013
8539.12,52.8917
8539.75,52.8822
8540.38,52.8726
8541,52.8631
8541.62,52.8535
8542.25,52.844
8542.88,52.8345
8543.5,52.8249
8544.12,52.8154
8544.75,52.8059
8545.38,52.7963
8546,52.7868
8546.62,52.7773
8547.25,52.7678
8547.88,52.7583
8548.5,52.7488
8549.12,52.7393
8549.75,52.7298
8550.38,52.7203
8551,52.7108
8551.62,52.7013
8552.25,52.6918
8552.88,52.6823
8553.5,52.6728
8554.12,52.6633
8554.75,52.6539
8555.38,52.6444
8556,52.6349
8556.62,52.6255
8557.25,52.616
8557.88,52.6065
8558.5,52.5971
8559.12,52.5876
8559.75,52.5782
8560.38,52.5687
8561,52.5593
8561.62,52.5499
8562.25,52.5404
8562.88,52.531
8563.5,52.5216
8564.12,52.5122
8564.75,52.5027
8565.38,52.4933
8566,52.4839
8566.62,52.4745
8567.25,52.465
8567.88,52.4556
8568.5,52.4463
8569.12,52.4369
8569.75,52.4275
8570.38,52.4181
8571,52.4087
8571.62,52.3993
8572.25,52.39
8572.88,52.3806
8573.5,52.3712
8574.12,52.3618
8574.75,52.3524
8575.38,52.3431
8576,52.3337
8576.62,52.3244
8577.25,52.315
8577.88,52.3057
8578.5,52.2963
8579.12,52.287
8579.75,52.2777
8580.38,52.2683
8581,52.259
8581.62,52.2496
8582.25,52.2403
8582.88,52.231
8583.5,52.2217
8584.12,52.2124
8584.75,52.2031
8585.38,52.1938
8586,52.1845
8586.62,52.1751
8587.25,52.1658
8587.88,52.1565
8588.5,52.1472
8589.12,52.1379
8589.75,52.1287
8590.38,52.1194
8591,52.1101
8591.62,52.1008
8592.25,52.0916
8592.88,52.0823
8593.5,52.073
8594.12,52.0638
8594.75,52.0545
8595.38,52.0452
8596,52.036
8596.62,52.0267
8597.25,52.0175
8597.88,52.0082
8598.5,51.999
8599.12,51.9898
8599.75,51.9805
8600.38,51.9713
8601,51.9621
8601.62,51.9529
8602.25,51.9436
8602.88,51.9344
8603.5,51.9252
8604.12,51.916
8604.75,51.9068
8605.38,51.8976
8606,51.8884
8606.62,51.8792
8607.25,51.87
8607.88,51.8608
8608.5,51.8516
8609.12,51.8424
8609.75,51.8332
8610.38,51.824
8611,51.8148
8611.62,51.8057
8612.25,51.7965
8612.88,51.7874
8613.5,51.7782
8614.12,51.7691
8614.75,51.7599
8615.38,51.7508
8616,51.7416
8616.62,51.7325
8617.25,51.7233
8617.88,51.7141
8618.5,51.705
8619.12,51.6959
8619.75,51.6868
8620.38,51.6777
8621,51.6685
8621.62,51.6594
8622.25,51.6503
8622.88,51.6412
8623.5,51.6321
8624.12,51.623
8624.75,51.6138
8625.38,51.6047
8626,51.5956
8626.62,51.5865
8627.25,51.5775
8627.88,51.5684
8628.5,51.5593
8629.12,51.5502
8629.75,51.5412
8630.38,51.5321
8631,51.523
8631.62,51.5139
8632.25,51.5048
8632.88,51.4958
8633.5,51.4867
8634.12,51.4777
8634.75,51.4686
8635.38,51.4596
8636,51.4505
8636.62,51.4415
8637.25,51.4325
8637.88,51.4234
8638.5,51.4144
8639.12,51.4053
8639.75,51.3963
8640.38,51.3873
8641,51.3782
8641.62,51.3692
8642.25,51.3602
8642.88,51.3512
8643.5,51.3422
8644.12,51.3332
8644.75,51.3242
8645.38,51.3152
8646,51.3062
8646.62,51.2972
8647.25,51.2882
8647.88,51.2792
8648.5,51.2702
8649.12,51.2613
8649.75,51.2523
8650.38,51.2433
8651,51.2344
8651.62,51.2254
8652.25,51.2164
8652.88,51.2075
8653.5,51.1985
8654.12,51.1896
8654.75,51.1806
8655.38,51.1716
8656,51.1627
8656.62,51.1538
8657.25,51.1448
8657.88,51.1359
8658.5,51.127
8659.12,51.118
8659.75,51.1091
8660.38,51.1002
8661,51.0913
8661.62,51.0823
8662.25,51.0734
8662.88,51.0645
8663.5,51.0556
8664.12,51.0467
8664.75,51.0378
8665.38,51.0289
8666,51.02
8666.62,51.0111
8667.25,51.0022
8667.88,50.9934
8668.5,50.9845
8669.12,50.9756
8669.75,50.9667
8670.38,50.9578
8671,50.9489
8671.62,50.9401
8672.25,50.9312
8672.88,50.9224
8673.5,50.9135
8674.12,50.9047
8674.75,50.8958
8675.38,50.887
8676,50.8781
8676.62,50.8693
8677.25,50.8604
8677.88,50.8516
8678.5,50.8427
8679.12,50.8339
8679.75,50.8251
8680.38,50.8163
8681,50.8074
8681.62,50.7986
8682.25,50.7898
8682.88,50.781
8683.5,50.7722
8684.12,50.7634
8684.75,50.7546
8685.38,50.7458
8686,50.7369
8686.62,50.7281
8687.25,50.7194
8687.88,50.7106
8688.5,50.7018
8689.12,50.693
8689.75,50.6843
8690.38,50.6755
8691,50.6667
8691.62,50.658
8692.25,50.6492
8692.88,50.6404
8693.5,50.6316
8694.12,50.6229
8694.75,50.6141
8695.38,50.6054
8696,50.5966
8696.62,50.5879
8697.25,50.5792
8697.88,50.5704
8698.5,50.5617
8699.12,50.553
8699.75,50.5442
8700.38,50.5355
8701,50.5267
8701.62,50.518
8702.25,50.5093
8702.88,50.5006
8703.5,50.4919
8704.12,50.4832
8704.75,50.4745
8705.38,50.4658
8706,50.4571
8706.62,50.4484
8707.25,50.4397
8707.88,50.431
8708.5,50.4223
8709.12,50.4136
8709.75,50.4049
8710.38,50.3962
8711,50.3876
8711.62,50.3789
8712.25,50.3702
8712.88,50.3616
8713.5,50.3529
8714.12,50.3443
8714.75,50.3356
8715.38,50.3269
8716,50.3183
8716.62,50.3096
8717.25,50.301
8717.88,50.2923
8718.5,50.2837
8719.12,50.275
8719.75,50.2664
8720.38,50.2578
8721,50.2492
8721.62,50.2405
8722.25,50.2319
8722.88,50.2233
8723.5,50.2147
8724.12,50.2061
8724.75,50.1974
8725.38,50.1888
8726,50.1802
8726.62,50.1716
8727.25,50.163
8727.88,50.1544
8728.5,50.1458
8729.12,50.1373
8729.75,50.1287
8730.38,50.1201
8731,50.1115
8731.62,50.1029
8732.25,50.0943
8732.88,50.0858
8733.5,50.0772
8734.12,50.0686
8734.75,50.06
8735.38,50.0515
8736,50.0429
8736.62,50.0344
8737.25,50.0259
8737.88,50.0173
8738.5,50.0088
8739.12,50.0002
8739.75,49.9917
8740.38,49.9831
8741,49.9746
8741.62,49.966
8742.25,49.9575
8742.88,49.949
8743.5,49.9405
8744.12,49.932
8744.75,49.9234
8745.38,49.9149
8746,49.9064
8746.62,49.8979
8747.25,49.8894
8747.88,49.8809
8748.5,49.8724
8749.12,49.8639
8749.75,49.8554
8750.38,49.8469
8751,49.8384
8751.62,49.8299
8752.25,49.8215
8752.88,49.813
8753.5,49.8045
8754.12,49.796
8754.75,49.7876
8755.38,49.7791
8756,49.7706
8756.62,49.7622
8757.25,49.7537
8757.88,49.7452
8758.5,49.7368
8759.12,49.7283
8759.75,49.7199
8760.38,49.7114
8761,49.703
8761.62,49.6946
8762.25,49.6861
8762.88,49.6777
8763.5,49.6693
8764.12,49.6609
8764.75,49.6524
8765.38,49.644
8766,49.6356
8766.62,49.6271
8767.25,49.6187
8767.88,49.6103
8768.5,49.6019
8769.12,49.5935
8769.75,49.5851
8770.38,49.5767
8771,49.5683
8771.62,49.5599
8772.25,49.5516
8772.88,49.5432
8773.5,49.5348
8774.12,49.5264
8774.75,49.518
8775.38,49.5096
8776,49.5012
8776.62,49.4929
8777.25,49.4845
8777.88,49.4761
8778.5,49.4678
8779.12,49.4594
8779.75,49.4511
8780.38,49.4427
8781,49.4344
8781.62,49.426
8782.25,49.4177
8782.88,49.4093
8783.5,49.401
8784.12,49.3926
8784.75,49.3843
8785.38,49.376
8786,49.3676
8786.62,49.3593
8787.25,49.351
8787.88,49.3427
8788.5,49.3344
8789.12,49.3261
8789.75,49.3178
8790.38,49.3094
8791,49.3011
8791.62,49.2928
8792.25,49.2845
8792.88,49.2762
8793.5,49.2679
8794.12,49.2596
8794.75,49.2513
8795.38,49.2431
8796,49.2348
8796.62,49.2265
8797.25,49.2182
8797.88,49.21
8798.5,49.2017
8799.12,49.1934
8799.75,49.1851
8800.38,49.1768
8801,49.1686
8801.62,49.1603
8802.25,49.1521
8802.88,49.1438
8803.5,49.1356
8804.12,49.1273
8804.75,49.1191
8805.38,49.1109
8806,49.1026
8806.62,49.0944
8807.25,49.0862
8807.88,49.0779
8808.5,49.0697
8809.12,49.0614
8809.75,49.0532
8810.38,49.045
8811,49.0368
8811.62,49.0286
8812.25,49.0204
8812.88,49.0122
8813.5,49.004
8814.12,48.9958
8814.75,48.9876
8815.38,48.9794
8816,48.9712
8816.62,48.963
8817.25,48.9548
8817.88,48.9466
8818.5,48.9384
8819.12,48.9302
8819.75,48.922
8820.38,48.9139
8821,48.9057
8821.62,48.8975
8822.25,48.8894
8822.88,48.8812
8823.5,48.873
8824.12,48.8649
8824.75,48.8567
8825.38,48.8486
8826,48.8404
8826.62,48.8322
8827.25,48.8241
8827.88,48.8159
8828.5,48.8078
8829.12,48.7997
8829.75,48.7916
8830.38,48.7834
8831,48.7753
8831.62,48.7672
8832.25,48.7591
8832.88,48.7509
8833.5,48.7428
8834.12,48.7347
8834.75,48.7266
8835.38,48.7184
8836,48.7103
8836.62,48.7022
8837.25,48.6941
8837.88,48.686
8838.5,48.6779
8839.12,48.6699
8839.75,48.6618
8840.38,48.6537
8841,48.6456
8841.62,48.6375
8842.25,48.6294
8842.88,48.6213
8843.5,48.6132
8844.12,48.6052
8844.75,48.5971
8845.38,48.589
8846,48.581
8846.62,48.5729
8847.25,48.5649
8847.88,48.5568
8848.5,48.5488
8849.12,48.5407
8849.75,48.5327
8850.38,48.5246
8851,48.5166
8851.62,48.5085
8852.25,48.5005
8852.88,48.4924
8853.5,48.4844
8854.12,48.4763
8854.75,48.4683
8855.38,48.4603
8856,48.4523
8856.62,48.4443
8857.25,48.4363
8857.88,48.4283
8858.5,48.4202
8859.12,48.4122
8859.75,48.4042
8860.38,48.3962
8861,48.3882
8861.62,48.3802
8862.25,48.3722
8862.88,48.3642
8863.5,48.3562
8864.12,48.3482
8864.75,48.3402
8865.38,48.3323
8866,48.3243
8866.62,48.3163
8867.25,48.3084
8867.88,48.3004
8868.5,48.2924
8869.12,48.2844
8869.75,48.2765
8870.38,48.2685
8871,48.2605
8871.62,48.2525
8872.25,48.2446
8872.88,48.2366
8873.5,48.2287
8874.12,48.2208
8874.75,48.2128
8875.38,48.2049
8876,48.197
8876.62,48.189
8877.25,48.1811
8877.88,48.1732
8878.5,48.1652
8879.12,48.1573
8879.75,48.1494
8880.38,48.1414
8881,48.1335
8881.62,48.1256
8882.25,48.1177
8882.88,48.1098
8883.5,48.1019
8884.12,48.094
8884.75,48.0861
8885.38,48.0782
8886,48.0703
8886.62,48.0624
8887.25,48.0545
8887.88,48.0466
8888.5,48.0387
8889.12,48.0308
8889.75,48.0229
8890.38,48.015
8891,48.0072
8891.62,47.9993
8892.25,47.9915
8892.88,47.9836
8893.5,47.9757
8894.12,47.9679
8894.75,47.96
8895.38,47.9522
8896,47.9443
8896.62,47.9365
8897.25,47.9286
8897.88,47.9207
8898.5,47.9129
8899.12,47.905
8899.75,47.8972
8900.38,47.8894
8901,47.8815
8901.62,47.8737
8902.25,47.8659
8902.88,47.8581
8903.5,47.8503
8904.12,47.8424
8904.75,47.8346
8905.38,47.8268
8906,47.819
8906.62,47.8112
8907.25,47.8033
8907.88,47.7955
8908.5,47.7877
8909.12,47.7799
8909.75,47.7721
8910.38,47.7643
8911,47.7565
8911.62,47.7488
8912.25,47.741
8912.88,47.7332
8913.5,47.7254
8914.12,47.7176
8914.75,47.7098
8915.38,47.7021
8916,47.6943
8916.62,47.6865
8917.25,47.6787
8917.88,47.6709
8918.5,47.6632
8919.12,47.6554
8919.75,47.6477
8920.38,47.6399
8921,47.6322
8921.62,47.6244
8922.25,47.6167
8922.88,47.609
8923.5,47.6012
8924.12,47.5935
8924.75,47.5857
8925.38,47.578
8926,47.5702
8926.62,47.5625
8927.25,47.5548
8927.88,47.547
8928.5,47.5393
8929.12,47.5316
8929.75,47.5239
8930.38,47.5162
8931,47.5085
8931.62,47.5008
8932.25,47.4931
8932.88,47.4854
8933.5,47.4777
8934.12,47.47
8934.75,47.4622
8935.38,47.4545
8936,47.4468
8936.62,47.4391
8937.25,47.4314
8937.88,47.4238
8938.5,47.4161
8939.12,47.4084
8939.75,47.4008
8940.38,47.3931
8941,47.3854
8941.62,47.3778
8942.25,47.3701
8942.88,47.3624
8943.5,47.3547
8944.12,47.3471
8944.75,47.3394
