# Micromissile
# Mass m = 0.37 kg
# Coefficient of drag C_D = 0.7
# Cross-sectional area = 3e-4 m^2
# Air density = 1.204 kg/m^3
# Initial speed = 1000 m/s
# No lift-induced drag, no gravity

Distance [m],Speed [m/s]
5427.19,158.223
5429.06,158.138
5430.94,158.052
5432.81,157.967
5434.69,157.882
5436.56,157.797
5438.44,157.712
5440.31,157.627
5442.19,157.542
5444.06,157.457
5445.94,157.372
5447.81,157.288
5449.69,157.203
5451.56,157.119
5453.44,157.035
5455.31,156.95
5457.19,156.866
5459.06,156.782
5460.94,156.698
5462.81,156.614
5464.69,156.531
5466.56,156.447
5468.44,156.363
5470.31,156.28
5471.81,156.196
5473.06,156.113
5474.31,156.03
5475.56,155.947
5476.81,155.864
5478.06,155.781
5479.31,155.698
5480.56,155.615
5481.81,155.532
5483.06,155.45
5484.31,155.367
5485.56,155.285
5486.81,155.202
5488.06,155.12
5489.31,155.038
5490.56,154.956
5491.81,154.874
5493.06,154.792
5494.31,154.71
5495.56,154.628
5496.81,154.547
5498.06,154.465
5499.31,154.384
5500.56,154.302
5501.81,154.221
5503.06,154.14
5504.31,154.059
5505.56,153.978
5506.81,153.897
5508.06,153.816
5509.31,153.735
5510.56,153.654
5511.81,153.574
5513.06,153.493
5514.31,153.413
5515.56,153.332
5516.81,153.252
5518.06,153.172
5519.31,153.092
5520.56,153.012
5521.81,152.932
5523.06,152.852
5524.31,152.772
5525.56,152.692
5526.81,152.613
5528.06,152.533
5529.31,152.454
5530.56,152.374
5531.81,152.295
5533.06,152.216
5534.31,152.137
5535.56,152.058
5536.81,151.979
5538.06,151.9
5539.31,151.821
5540.56,151.742
5541.81,151.664
5543.06,151.585
5544.31,151.506
5545.56,151.428
5546.81,151.35
5548.06,151.272
5549.31,151.193
5550.56,151.115
5551.81,151.037
5553.06,150.959
5554.31,150.882
5555.56,150.804
5556.81,150.726
5558.06,150.649
5559.31,150.571
5560.56,150.494
5561.81,150.416
5563.06,150.339
5564.31,150.262
5565.56,150.185
5566.81,150.108
5568.06,150.031
5569.31,149.954
5570.56,149.877
5571.81,149.8
5573.06,149.724
5574.31,149.647
5575.56,149.571
5576.81,149.494
5578.06,149.418
5579.31,149.342
5580.56,149.266
5581.81,149.189
5583.06,149.113
5584.31,149.038
5585.56,148.962
5586.81,148.886
5588.06,148.81
5589.31,148.735
5590.56,148.659
5591.81,148.583
5593.06,148.508
5594.31,148.433
5595.56,148.358
5596.81,148.282
5598.06,148.207
5599.31,148.132
5600.56,148.057
5601.81,147.982
5603.06,147.908
5604.31,147.833
5605.56,147.758
5606.81,147.684
5608.06,147.609
5609.31,147.535
5610.56,147.461
5611.81,147.386
5613.06,147.312
5614.31,147.238
5615.56,147.164
5616.81,147.09
5618.06,147.016
5619.31,146.942
5620.56,146.869
5621.81,146.795
5623.06,146.721
5624.31,146.648
5625.56,146.574
5626.81,146.501
5628.06,146.428
5629.31,146.354
5630.56,146.281
5631.81,146.208
5633.06,146.135
5634.31,146.062
5635.56,145.989
5636.81,145.917
5638.06,145.844
5639.31,145.771
5640.56,145.699
5641.81,145.626
5643.06,145.554
5644.31,145.481
5645.56,145.409
5646.81,145.337
5648.06,145.265
5649.31,145.193
5650.56,145.121
5651.81,145.049
5653.06,144.977
5654.31,144.905
5655.56,144.833
5656.81,144.762
5658.06,144.69
5659.31,144.619
5660.56,144.547
5661.81,144.476
5663.06,144.405
5664.31,144.333
5665.56,144.262
5666.81,144.191
5668.06,144.12
5669.31,144.049
5670.56,143.978
5671.81,143.908
5673.06,143.837
5674.31,143.766
5675.56,143.696
5676.81,143.625
5678.06,143.555
5679.31,143.484
5680.56,143.414
5681.81,143.344
5683.06,143.273
5684.31,143.203
5685.56,143.133
5686.81,143.063
5688.06,142.993
5689.31,142.924
5690.56,142.854
5691.81,142.784
5693.06,142.715
5694.31,142.645
5695.56,142.576
5696.81,142.506
5698.06,142.437
5699.31,142.367
5700.56,142.298
5701.81,142.229
5703.06,142.16
5704.31,142.091
5705.56,142.022
5706.81,141.953
5708.06,141.884
5709.31,141.816
5710.56,141.747
5711.81,141.678
5713.06,141.61
5714.31,141.541
5715.56,141.473
5716.81,141.404
5718.06,141.336
5719.31,141.268
5720.56,141.2
5721.81,141.132
5723.06,141.064
5724.31,140.996
5725.56,140.928
5726.81,140.86
5728.06,140.792
5729.31,140.724
5730.56,140.657
5731.81,140.589
5733.06,140.522
5734.31,140.454
5735.56,140.387
5736.81,140.32
5738.06,140.252
5739.31,140.185
5740.56,140.118
5741.81,140.051
5743.06,139.984
5744.31,139.917
5745.56,139.85
5746.81,139.783
5748.06,139.717
5749.31,139.65
5750.56,139.583
5751.81,139.517
5753.06,139.45
5754.31,139.384
5755.56,139.318
5756.81,139.251
5758.06,139.185
5759.31,139.119
5760.56,139.053
5761.81,138.987
5763.06,138.921
5764.31,138.855
5765.56,138.789
5766.81,138.723
5768.06,138.658
5769.31,138.592
5770.56,138.526
5771.81,138.461
5773.06,138.395
5774.31,138.33
5775.56,138.265
5776.81,138.199
5778.06,138.134
5779.31,138.069
5780.56,138.004
5781.81,137.939
5783.06,137.874
5784.31,137.809
5785.56,137.744
5786.81,137.679
5788.06,137.614
5789.31,137.55
5790.56,137.485
5791.81,137.421
5793.06,137.356
5794.31,137.292
5795.56,137.227
5796.81,137.163
5798.06,137.099
5799.31,137.035
5800.56,136.97
5801.81,136.906
5803.06,136.842
5804.31,136.778
5805.56,136.714
5806.81,136.651
5808.06,136.587
5809.31,136.523
5810.56,136.459
5811.81,136.396
5813.06,136.332
5814.31,136.269
5815.56,136.205
5816.81,136.142
5818.06,136.079
5819.31,136.016
5820.56,135.952
5821.81,135.889
5823.06,135.826
5824.31,135.763
5825.56,135.7
5826.81,135.637
5828.06,135.574
5829.31,135.512
5830.56,135.449
5831.81,135.386
5833.06,135.324
5834.31,135.261
5835.56,135.199
5836.81,135.136
5838.06,135.074
5839.31,135.012
5840.56,134.949
5841.81,134.887
5843.06,134.825
5844.31,134.763
5845.56,134.701
5846.81,134.639
5848.06,134.577
5849.31,134.515
5850.56,134.453
5851.81,134.392
5853.06,134.33
5854.31,134.268
5855.56,134.207
5856.81,134.145
5858.06,134.084
5859.31,134.022
5860.56,133.961
5861.81,133.9
5863.06,133.838
5864.31,133.777
5865.56,133.716
5866.81,133.655
5868.06,133.594
5869.31,133.533
5870.56,133.472
5871.81,133.411
5873.06,133.351
5874.31,133.29
5875.56,133.229
5876.81,133.169
5878.06,133.108
5879.31,133.047
5880.56,132.987
5881.81,132.927
5883.06,132.866
5884.31,132.806
5885.56,132.746
5886.81,132.686
5888.06,132.625
5889.31,132.565
5890.56,132.505
5891.81,132.445
5893.06,132.385
5894.31,132.326
5895.56,132.266
5896.81,132.206
5898.06,132.146
5899.31,132.087
5900.56,132.027
5901.81,131.968
5903.06,131.908
5904.31,131.849
5905.56,131.789
5906.81,131.73
5908.06,131.671
5909.31,131.612
5910.56,131.552
5911.81,131.493
5913.06,131.434
5914.31,131.375
5915.56,131.316
5916.81,131.257
5918.06,131.198
5919.31,131.14
5920.56,131.081
5921.81,131.022
5923.06,130.964
5924.31,130.905
5925.56,130.847
5926.81,130.788
5928.06,130.73
5929.31,130.671
5930.56,130.613
5931.81,130.555
5933.06,130.496
5934.31,130.438
5935.56,130.38
5936.81,130.322
5938.06,130.264
5939.31,130.206
5940.56,130.148
5941.81,130.09
5943.06,130.033
5944.31,129.975
5945.56,129.917
5946.81,129.86
5948.06,129.802
5949.31,129.744
5950.56,129.687
5951.81,129.629
5953.06,129.572
5954.31,129.515
5955.56,129.457
5956.81,129.4
5958.06,129.343
5959.31,129.286
5960.56,129.229
5961.81,129.172
5963.06,129.115
5964.31,129.058
5965.56,129.001
5966.81,128.944
5968.06,128.887
5969.31,128.831
5970.56,128.774
5971.81,128.717
5973.06,128.661
5974.31,128.604
5975.56,128.548
5976.81,128.491
5978.06,128.435
5979.31,128.378
5980.56,128.322
5981.81,128.266
5983.06,128.21
5984.31,128.154
5985.56,128.098
5986.81,128.042
5988.06,127.986
5989.31,127.93
5990.56,127.874
5991.81,127.818
5993.06,127.762
5994.31,127.706
5995.56,127.651
5996.81,127.595
5998.06,127.539
5999.19,127.489
6000.31,127.439
6001.56,127.384
6002.81,127.328
6004.06,127.273
6005.31,127.218
6006.56,127.162
6007.81,127.107
6009.06,127.052
6010.31,126.997
6011.56,126.942
6012.81,126.887
6014.06,126.832
6015.31,126.777
6016.56,126.722
6017.81,126.667
6019.06,126.612
6020.31,126.558
6021.56,126.503
6022.81,126.448
6024.06,126.394
6025.31,126.339
6026.56,126.285
6027.81,126.23
6029.06,126.176
6030.31,126.121
6031.56,126.067
6032.81,126.013
6034.06,125.958
6035.31,125.904
6036.56,125.85
6037.81,125.796
6039.06,125.742
6040.31,125.688
6041.56,125.634
6042.81,125.58
6044.06,125.526
6045.31,125.472
6046.56,125.419
6047.81,125.365
6049.06,125.311
6050.31,125.258
6051.56,125.204
6052.81,125.15
6054.06,125.097
6055.31,125.044
6056.56,124.99
6057.81,124.937
6059.06,124.883
6060.31,124.83
6061.56,124.777
6062.81,124.724
6064.06,124.671
6065.31,124.618
6066.56,124.565
6067.81,124.512
6069.06,124.459
6070.31,124.406
6071.56,124.353
6072.81,124.3
6074.06,124.247
6075.31,124.195
6076.56,124.142
6077.81,124.089
6079.06,124.037
6080.31,123.984
6081.56,123.932
6082.81,123.879
6084.06,123.827
6085.31,123.774
6086.56,123.722
6087.81,123.67
6089.06,123.617
6090.31,123.565
6091.56,123.513
6092.81,123.461
6094.06,123.409
6095.31,123.357
6096.56,123.305
6097.81,123.253
6099.06,123.201
6100.31,123.149
6101.56,123.098
6102.81,123.046
6104.06,122.994
6105.31,122.942
6106.56,122.891
6107.81,122.839
6109.06,122.788
6110.31,122.736
6111.56,122.685
6112.81,122.633
6114.06,122.582
6115.31,122.531
6116.56,122.479
6117.81,122.428
6119.06,122.377
6120.31,122.326
6121.56,122.275
6122.81,122.224
6124.06,122.173
6125.31,122.122
6126.56,122.071
6127.81,122.02
6129.06,121.969
6130.31,121.918
6131.56,121.867
6132.81,121.817
6134.06,121.766
6135.31,121.715
6136.56,121.665
6137.81,121.614
6139.06,121.564
6140.31,121.513
6141.56,121.463
6142.81,121.412
6144.06,121.362
6145.31,121.312
6146.56,121.261
6147.81,121.211
6149.06,121.161
6150.31,121.111
6151.56,121.061
6152.81,121.011
6154.06,120.961
6155.31,120.911
6156.56,120.861
6157.81,120.811
6159.06,120.761
6160.31,120.711
6161.56,120.661
6162.81,120.612
6164.06,120.562
6165.31,120.512
6166.56,120.463
6167.81,120.413
6169.06,120.364
6170.31,120.314
6171.56,120.265
6172.81,120.215
6174.06,120.166
6175.31,120.117
6176.56,120.067
6177.81,120.018
6179.06,119.969
6180.31,119.92
6181.56,119.871
6182.81,119.822
6184.06,119.773
6185.31,119.724
6186.56,119.675
6187.81,119.626
6189.06,119.577
6190.31,119.528
6191.56,119.479
6192.81,119.43
6194.06,119.382
6195.31,119.333
6196.56,119.284
6197.81,119.236
6199.06,119.187
6200.31,119.139
6201.56,119.09
6202.81,119.042
6204.06,118.993
6205.31,118.945
6206.56,118.897
6207.81,118.848
6209.06,118.8
6210.31,118.752
6211.56,118.704
6212.81,118.656
6214.06,118.608
6215.31,118.56
6216.56,118.512
6217.81,118.464
6219.06,118.416
6220.31,118.368
6221.56,118.32
6222.81,118.272
6224.06,118.224
6225.31,118.177
6226.56,118.129
6227.81,118.081
6229.06,118.034
6230.31,117.986
6231.56,117.938
6232.81,117.891
6234.06,117.843
6235.31,117.796
6236.56,117.749
6237.81,117.701
6239.06,117.654
6240.31,117.607
6241.56,117.559
6242.81,117.512
6244.06,117.465
6245.31,117.418
6246.56,117.371
6247.81,117.324
6249.06,117.277
6250.31,117.23
6251.56,117.183
6252.81,117.136
6254.06,117.089
6255.31,117.042
6256.56,116.996
6257.81,116.949
6259.06,116.902
6260.31,116.855
6261.56,116.809
6262.81,116.762
6264.06,116.716
6265.31,116.669
6266.56,116.623
6267.81,116.576
6269.06,116.53
6270.31,116.483
6271.56,116.437
6272.81,116.391
6274.06,116.344
6275.31,116.298
6276.56,116.252
6277.81,116.206
6279.06,116.16
6280.31,116.114
6281.56,116.068
6282.81,116.021
6284.06,115.976
6285.31,115.93
6286.56,115.884
6287.81,115.838
6289.06,115.792
6290.31,115.746
6291.56,115.7
6292.81,115.655
6294.06,115.609
6295.31,115.563
6296.56,115.518
6297.81,115.472
6299.06,115.427
6300.31,115.381
6301.56,115.336
6302.81,115.29
6304.06,115.245
6305.31,115.199
6306.56,115.154
6307.81,115.109
6309.06,115.064
6310.31,115.018
6311.56,114.973
6312.81,114.928
6314.06,114.883
6315.31,114.838
6316.56,114.793
6317.81,114.748
6319.06,114.703
6320.31,114.658
6321.56,114.613
6322.81,114.568
6324.06,114.523
6325.31,114.478
6326.56,114.434
6327.81,114.389
6329.06,114.344
6330.31,114.3
6331.56,114.255
6332.81,114.21
6334.06,114.166
6335.31,114.121
6336.56,114.077
6337.81,114.032
6339.06,113.988
6340.31,113.944
6341.56,113.899
6342.81,113.855
6344.06,113.811
6345.31,113.766
6346.56,113.722
6347.81,113.678
6349.06,113.634
6350.31,113.59
6351.56,113.546
6352.81,113.502
6354.06,113.458
6355.31,113.414
6356.56,113.37
6357.81,113.326
6359.06,113.282
6360.31,113.238
6361.56,113.194
6362.81,113.151
6364.06,113.107
6365.31,113.063
6366.56,113.02
6367.81,112.976
6369.06,112.932
6370.31,112.889
6371.56,112.845
6372.81,112.802
6374.06,112.758
6375.31,112.715
6376.56,112.671
6377.81,112.628
6379.06,112.585
6380.31,112.542
6381.56,112.498
6382.81,112.455
6384.06,112.412
6385.31,112.369
6386.56,112.326
6387.81,112.282
6389.06,112.239
6390.31,112.196
6391.56,112.153
6392.81,112.11
6394.06,112.067
6395.31,112.025
6396.56,111.982
6397.81,111.939
6399.06,111.896
6400.31,111.853
6401.56,111.811
6402.81,111.768
6404.06,111.725
6405.31,111.683
6406.56,111.64
6407.81,111.597
6409.06,111.555
6410.31,111.512
6411.56,111.47
6412.81,111.427
6414.06,111.385
6415.31,111.343
6416.56,111.3
6417.81,111.258
6419.06,111.216
6420.31,111.173
6421.56,111.131
6422.81,111.089
6424.06,111.047
6425.31,111.005
6426.56,110.963
6427.81,110.921
6429.06,110.879
6430.31,110.837
6431.56,110.795
6432.81,110.753
6434.06,110.711
6435.31,110.669
6436.56,110.627
6437.81,110.585
6439.06,110.544
6440.31,110.502
6441.56,110.46
6442.81,110.418
6444.06,110.377
6445.31,110.335
6446.56,110.294
6447.81,110.252
6449.06,110.211
6450.31,110.169
6451.56,110.128
6452.81,110.086
6454.06,110.045
6455.31,110.003
6456.56,109.962
6457.81,109.921
6459.06,109.88
6460.31,109.838
6461.56,109.797
6462.81,109.756
6464.06,109.715
6465.31,109.674
6466.56,109.633
6467.81,109.592
6469.06,109.551
6470.31,109.51
6471.56,109.469
6472.81,109.428
6474.06,109.387
6475.31,109.346
6476.56,109.305
6477.81,109.264
6479.06,109.223
6480.31,109.183
6481.56,109.142
6482.81,109.101
6484.06,109.061
6485.31,109.02
6486.44,108.983
6487.69,108.943
6488.94,108.902
6490.19,108.862
6491.44,108.821
6492.69,108.781
6493.94,108.74
6495.19,108.7
6496.44,108.66
6497.69,108.619
6498.94,108.579
6500.19,108.539
6501.44,108.499
6502.69,108.458
6503.94,108.418
6505.19,108.378
6506.44,108.338
6507.69,108.298
6508.94,108.258
6510.19,108.218
6511.44,108.178
6512.69,108.138
6513.94,108.098
6515.19,108.058
6516.44,108.018
6517.69,107.978
6518.94,107.938
6520.19,107.899
6521.44,107.859
6522.69,107.819
6523.94,107.779
6525.19,107.74
6526.44,107.7
6527.69,107.66
6528.94,107.621
6530.19,107.581
6531.44,107.542
6532.69,107.502
6533.94,107.463
6535.19,107.423
6536.44,107.384
6537.69,107.345
6538.94,107.305
6540.19,107.266
6541.44,107.227
6542.69,107.187
6543.94,107.148
6545.19,107.109
6546.44,107.07
6547.69,107.031
6548.94,106.991
6550.19,106.952
6551.44,106.913
6552.69,106.874
6553.94,106.835
6555.19,106.796
6556.44,106.757
6557.69,106.718
6558.94,106.679
6560.19,106.641
6561.44,106.602
6562.69,106.563
6563.94,106.524
6565.19,106.485
6566.44,106.447
6567.69,106.408
6568.94,106.369
6570.19,106.331
6571.44,106.292
6572.69,106.253
6573.94,106.215
6575.19,106.176
6576.44,106.138
6577.69,106.099
6578.94,106.061
6580.19,106.022
6581.44,105.984
6582.69,105.946
6583.94,105.907
6585.19,105.869
6586.44,105.831
6587.69,105.792
6588.94,105.754
6590.19,105.716
6591.44,105.678
6592.69,105.64
6593.94,105.602
6595.19,105.563
6596.44,105.525
6597.69,105.487
6598.94,105.449
6600.19,105.411
6601.44,105.373
6602.69,105.336
6603.94,105.298
6605.19,105.26
6606.44,105.222
6607.69,105.184
6608.94,105.146
6610.19,105.109
6611.44,105.071
6612.69,105.033
6613.94,104.995
6615.19,104.958
6616.44,104.92
6617.69,104.883
6618.94,104.845
6620.19,104.807
6621.44,104.77
6622.69,104.732
6623.94,104.695
6625.19,104.657
6626.44,104.62
6627.69,104.583
6628.94,104.545
6630.19,104.508
6631.44,104.471
6632.69,104.433
6633.94,104.396
6635.19,104.359
6636.44,104.322
6637.69,104.285
6638.94,104.247
6640.19,104.21
6641.44,104.173
6642.69,104.136
6643.94,104.099
6645.19,104.062
6646.44,104.025
6647.69,103.988
6648.94,103.951
6650.19,103.914
6651.44,103.877
6652.69,103.841
6653.94,103.804
6655.19,103.767
6656.44,103.73
6657.69,103.693
6658.94,103.657
6660.19,103.62
6661.44,103.583
6662.69,103.547
6663.94,103.51
6665.19,103.473
6666.44,103.437
6667.69,103.4
6668.94,103.364
6670.19,103.327
6671.44,103.291
6672.69,103.254
6673.94,103.218
6675.19,103.182
6676.44,103.145
6677.69,103.109
6678.94,103.073
6680.19,103.036
6681.44,103
6682.69,102.964
6683.94,102.928
6685.19,102.891
6686.44,102.855
6687.69,102.819
6688.94,102.783
6690.19,102.747
6691.44,102.711
6692.69,102.675
6693.94,102.639
6695.19,102.603
6696.44,102.567
6697.69,102.531
6698.94,102.495
6700.19,102.459
6701.44,102.423
6702.69,102.387
6703.94,102.352
6705.19,102.316
6706.44,102.28
6707.69,102.244
6708.94,102.209
6710.19,102.173
6711.44,102.137
6712.69,102.102
6713.94,102.066
6715.19,102.03
6716.44,101.995
6717.69,101.959
6718.94,101.924
6720.19,101.888
6721.44,101.853
6722.69,101.818
6723.94,101.782
6725.19,101.747
6726.44,101.711
6727.69,101.676
6728.94,101.641
6730.19,101.605
6731.44,101.57
6732.69,101.535
6733.94,101.5
6735.19,101.465
6736.44,101.429
6737.69,101.394
6738.94,101.359
6740.19,101.324
6741.44,101.289
6742.69,101.254
6743.94,101.219
6745.19,101.184
6746.44,101.149
6747.69,101.114
6748.94,101.079
6750.19,101.044
6751.44,101.009
6752.69,100.974
6753.94,100.94
6755.19,100.905
6756.44,100.87
6757.69,100.835
6758.94,100.801
6760.19,100.766
6761.44,100.731
6762.69,100.696
6763.94,100.662
6765.19,100.627
6766.44,100.593
6767.69,100.558
6768.94,100.524
6770.19,100.489
6771.44,100.455
6772.69,100.42
6773.94,100.386
6775.19,100.351
6776.44,100.317
6777.69,100.282
6778.94,100.248
6780.19,100.214
6781.44,100.179
6782.69,100.145
6783.94,100.111
6785.19,100.077
6786.44,100.042
6787.69,100.008
6788.94,99.9741
6790.19,99.94
6791.44,99.9059
6792.69,99.8718
6793.94,99.8377
6795.19,99.8037
6796.44,99.7697
6797.69,99.7356
6798.94,99.7017
6800.19,99.6677
6801.44,99.6338
6802.69,99.5999
6803.94,99.566
6805.19,99.5321
6806.44,99.4983
6807.69,99.4645
6808.94,99.4307
6810.19,99.3969
6811.44,99.3632
6812.69,99.3295
6813.94,99.2957
6815.19,99.2621
6816.44,99.2284
6817.69,99.1948
6818.94,99.1612
6820.19,99.1276
6821.44,99.094
6822.69,99.0605
6823.94,99.027
6825.19,98.9935
6826.44,98.96
6827.69,98.9265
6828.94,98.8931
6830.19,98.8597
6831.44,98.8263
6832.69,98.793
6833.94,98.7596
6835.19,98.7263
6836.44,98.693
6837.69,98.6598
6838.94,98.6265
6840.19,98.5933
6841.44,98.5601
6842.69,98.5269
6843.94,98.4937
6845.19,98.4606
6846.44,98.4275
6847.69,98.3944
6848.94,98.3613
6850.19,98.3283
6851.44,98.2952
6852.69,98.2622
6853.94,98.2293
6855.19,98.1963
6856.44,98.1634
6857.69,98.1305
6858.94,98.0976
6860.19,98.0647
6861.44,98.0318
6862.69,97.999
6863.94,97.9662
6865.19,97.9334
6866.44,97.9007
6867.69,97.868
6868.94,97.8352
6870.19,97.8025
6871.44,97.7699
6872.69,97.7372
6873.94,97.7046
6875.19,97.672
6876.44,97.6394
6877.69,97.6068
6878.94,97.5743
6880.19,97.5418
6881.44,97.5093
6882.69,97.4768
6883.94,97.4443
6885.19,97.4119
6886.44,97.3795
6887.69,97.3471
6888.94,97.3147
6890.19,97.2824
6891.44,97.25
6892.69,97.2178
6893.94,97.1855
6895.19,97.1532
6896.44,97.1209
6897.69,97.0888
6898.94,97.0566
6900.19,97.0244
6901.44,96.9922
6902.69,96.9601
6903.94,96.928
6905.19,96.8959
6906.44,96.8638
6907.69,96.8318
6908.94,96.7997
6910.19,96.7677
6911.44,96.7358
6912.69,96.7038
6913.94,96.6718
6915.19,96.6399
6916.44,96.608
6917.69,96.5761
6918.94,96.5443
6920.19,96.5125
6921.44,96.4806
6922.69,96.4488
6923.94,96.4171
6925.19,96.3853
6926.44,96.3536
6927.69,96.3218
6928.94,96.2902
6930.19,96.2585
6931.44,96.2268
6932.69,96.1952
6933.94,96.1636
6935.19,96.132
6936.44,96.1004
6937.69,96.0689
6938.94,96.0374
6940.19,96.0059
6941.44,95.9744
6942.69,95.9429
6943.94,95.9115
6945.19,95.8801
6946.44,95.8487
6947.69,95.8173
6948.94,95.7859
6950.19,95.7546
6951.44,95.7233
6952.69,95.692
6953.94,95.6607
6955.19,95.6294
6956.44,95.5982
6957.69,95.567
6958.94,95.5358
6960.19,95.5046
6961.44,95.4735
6962.69,95.4423
6963.94,95.4112
6965.19,95.3801
6966.44,95.3491
6967.69,95.318
6968.94,95.2869
6970.19,95.2559
6971.44,95.225
6972.69,95.194
6973.94,95.163
6975.19,95.1321
6976.44,95.1012
6977.69,95.0703
6978.94,95.0394
6980.19,95.0086
6981.44,94.9777
6982.69,94.9469
6983.94,94.9161
6985.19,94.8854
6986.44,94.8546
6987.69,94.8239
6988.94,94.7931
6990.19,94.7625
6991.44,94.7318
6992.69,94.7011
6993.94,94.6705
6995.19,94.6399
6996.44,94.6093
6997.69,94.5787
6998.94,94.5482
7000.19,94.5176
7001.44,94.4871
7002.69,94.4566
7003.94,94.4261
7005.19,94.3957
7006.44,94.3653
7007.69,94.3348
7008.94,94.3044
7010.19,94.2741
7011.44,94.2437
7012.69,94.2133
7013.94,94.183
7015.19,94.1528
7016.44,94.1225
7017.69,94.0922
7018.94,94.062
7020.19,94.0318
7021.44,94.0015
7022.69,93.9713
7023.94,93.9412
7025.19,93.9111
7026.44,93.8809
7027.69,93.8508
7028.94,93.8207
7030.19,93.7907
7031.44,93.7606
7032.31,93.7306
7032.94,93.7006
7033.56,93.6706
7034.19,93.6406
7034.81,93.6107
7035.44,93.5807
7036.06,93.5508
7036.69,93.5209
7037.31,93.491
7037.94,93.4612
7038.56,93.4314
7039.19,93.4016
7039.81,93.3717
7040.44,93.342
7041.06,93.3122
7041.69,93.2825
7042.31,93.2527
7042.94,93.2231
7043.56,93.1934
7044.19,93.1637
7044.81,93.134
7045.44,93.1044
7046.06,93.0748
7046.69,93.0452
7047.31,93.0156
7047.94,92.9861
7048.56,92.9566
7049.19,92.927
7049.81,92.8975
7050.44,92.8681
7051.06,92.8386
7051.69,92.8092
7052.31,92.7797
7052.94,92.7503
7053.56,92.721
7054.19,92.6916
7054.81,92.6622
7055.44,92.6329
7056.06,92.6036
7056.69,92.5743
7057.31,92.545
7057.94,92.5158
7058.56,92.4866
7059.19,92.4573
7059.81,92.4281
7060.44,92.3989
7061.06,92.3698
7061.69,92.3407
7062.31,92.3115
7062.94,92.2824
7063.56,92.2533
7064.19,92.2243
7064.81,92.1952
7065.44,92.1661
7066.06,92.1372
7066.69,92.1082
7067.31,92.0792
7067.94,92.0502
7068.56,92.0213
7069.19,91.9924
7069.81,91.9634
7070.44,91.9345
7071.06,91.9057
7071.69,91.8768
7072.31,91.848
7072.94,91.8192
7073.56,91.7904
7074.19,91.7616
7074.81,91.7328
7075.44,91.7041
7076.06,91.6754
7076.69,91.6467
7077.31,91.618
7077.94,91.5893
7078.56,91.5606
7079.19,91.532
7079.81,91.5034
7080.44,91.4748
7081.06,91.4462
7081.69,91.4176
7082.31,91.3891
7082.94,91.3606
7083.56,91.332
7084.19,91.3036
7084.81,91.2751
7085.44,91.2466
7086.06,91.2182
7086.69,91.1898
7087.31,91.1614
7087.94,91.133
7088.56,91.1046
7089.19,91.0762
7089.81,91.0479
7090.44,91.0196
7091.06,90.9913
7091.69,90.963
7092.31,90.9348
7092.94,90.9065
7093.56,90.8783
7094.19,90.8501
7094.81,90.8219
7095.44,90.7937
7096.06,90.7656
7096.69,90.7374
7097.31,90.7093
7097.94,90.6812
7098.56,90.6531
7099.19,90.625
7099.81,90.597
7100.44,90.5689
7101.06,90.5409
7101.69,90.5129
7102.31,90.4849
7102.94,90.4569
7103.56,90.429
7104.19,90.4011
7104.81,90.3732
7105.44,90.3453
7106.06,90.3174
7106.69,90.2895
7107.31,90.2617
7107.94,90.2338
7108.56,90.206
7109.19,90.1783
7109.81,90.1505
7110.44,90.1227
7111.06,90.0949
7111.69,90.0672
7112.31,90.0395
7112.94,90.0118
7113.56,89.9842
7114.19,89.9565
7114.81,89.9289
7115.44,89.9013
7116.06,89.8736
7116.69,89.846
7117.31,89.8185
7117.94,89.7909
7118.56,89.7634
7119.19,89.7358
7119.81,89.7083
7120.44,89.6809
7121.06,89.6534
7121.69,89.6259
7122.31,89.5985
7122.94,89.5711
7123.56,89.5437
7124.19,89.5163
7124.81,89.4889
7125.44,89.4615
7126.06,89.4342
7126.69,89.4069
7127.31,89.3796
7127.94,89.3523
7128.56,89.325
7129.19,89.2978
7129.81,89.2705
7130.44,89.2433
7131.06,89.2161
7131.69,89.1889
7132.31,89.1618
7132.94,89.1346
7133.56,89.1074
7134.19,89.0803
7134.81,89.0532
7135.44,89.0261
7136.06,88.9991
7136.69,88.972
7137.31,88.945
7137.94,88.918
7138.56,88.8909
7139.19,88.8639
7139.81,88.8369
7140.44,88.81
7141.06,88.7831
7141.69,88.7561
7142.31,88.7292
7142.94,88.7023
7143.56,88.6755
7144.19,88.6486
7144.81,88.6218
7145.44,88.5949
7146.06,88.5681
7146.69,88.5413
7147.31,88.5146
7147.94,88.4878
7148.56,88.461
7149.19,88.4343
7149.81,88.4076
7150.44,88.3809
7151.06,88.3542
7151.69,88.3275
7152.31,88.3009
7152.94,88.2743
7153.56,88.2477
7154.19,88.221
7154.81,88.1945
7155.44,88.1679
7156.06,88.1414
7156.69,88.1148
7157.31,88.0883
7157.94,88.0618
7158.56,88.0353
7159.19,88.0088
7159.81,87.9824
7160.44,87.9559
7161.06,87.9295
7161.69,87.9031
7162.31,87.8767
7162.94,87.8503
7163.56,87.8239
7164.19,87.7976
7164.81,87.7713
7165.44,87.745
7166.06,87.7186
7166.69,87.6924
7167.31,87.6661
7167.94,87.6399
7168.56,87.6136
7169.19,87.5874
7169.81,87.5612
7170.44,87.535
7171.06,87.5088
7171.69,87.4827
7172.31,87.4565
7172.94,87.4304
7173.56,87.4043
