# 20240820
# TI IWR6843AOPEVM
# Copper corner reflector
# Cory roof
# Range: 3 m

Azimuth,Elevation,TX1RX1,TX1RX2,TX1RX3,TX1RX4,TX2RX1,TX2RX2,TX2RX3,TX2RX4,TX3RX1,TX3RX2,TX3RX3,TX3RX4
5.379379,-1.790785,(117075-322595j),(114995-382226j),(-94543-374957j),(51881-345917j),(241904-227218j),(286086-231897j),(77563-366287j),(240357-233277j),(96210-336066j),(128742-303057j),(-105286-351393j),(63484-311355j)
5.379379,-1.790785,(-292435-214597j),(-342676-241892j),(-409625-21125j),(-328146-178033j),(-142615-328663j),(-117399-337442j),(-337048-214154j),(-132148-317892j),(-296827-224978j),(-244141-219543j),(-389785-38454j),(-262994-164179j)
5.379379,-1.790785,(317184-144615j),(351593-222812j),(219078-337375j),(318529-209053j),(350248-1153j),(353433+1621j),(318247-209297j),(370616-21703j),(317768-176074j),(319088-118650j),(212473-329736j),(282022-155925j)
3.583322,-0.000000,(-332706+111828j),(-310493+230968j),(-264706+290401j),(-311343+195616j),(-339230+34674j),(-341109+59212j),(-296194+192562j),(-347260+85204j),(-269720+168883j),(-350552+178399j),(-207098+293950j),(-294145+176128j)
3.583322,-1.790785,(108088+328789j),(214228+348174j),(281249+280265j),(170407+328511j),(28375+334690j),(56988+351880j),(193225+302610j),(52445+367080j),(163184+303018j),(126780+347652j),(286524+236814j),(152905+307188j)
3.583322,-1.790785,(232270+252698j),(338445+238650j),(364799+144097j),(292745+236175j),(166184+295405j),(188620+301524j),(297984+203277j),(194025+316650j),(273861+221692j),(249290+271185j),(363413+115542j),(249688+231502j)
3.583322,-0.000000,(344022+5213j),(414920-68555j),(358637-163496j),(374792-43531j),(326102+92608j),(346098+86050j),(362566-67920j),(355342+98064j),(359096-28873j),(353689+16904j),(346135-170140j),(334451-13796j)
3.583322,-0.000000,(115161-326690j),(90408-415001j),(-37229-396060j),(93368-366967j),(204999-273857j),(208899-284205j),(70325-370948j),(227484-278519j),(114341-349015j),(133006-308634j),(-28327-389539j),(106219-307242j)
3.583322,-0.000000,(-171597-302015j),(-246411-343039j),(-325523-232024j),(-208506-310995j),(-65075-338458j),(-65390-334056j),(-227506-305205j),(-43403-347478j),(-175035-323813j),(-140180-297306j),(-303328-246962j),(-153010-274640j)
3.583322,-0.000000,(-341792-81578j),(-420574-56623j),(-395906+81088j),(-368103-58632j),(-289305-195155j),(-278680-179166j),(-383442-54983j),(-266136-211626j),(-353906-107078j),(-308158-102239j),(-390886+40501j),(-299757-77043j)
3.583322,-0.000000,(-182894+304869j),(-192857+381895j),(-42593+409222j),(-168863+331377j),(-286935+205773j),(-254260+203575j),(-192306+348262j),(-272085+158868j),(-224073+294031j),(-192668+258080j),(-95453+380269j),(-162041+256641j)
3.583322,-0.000000,(185791+304986j),(241781+351123j),(342095+234032j),(212000+299359j),(40182+353441j),(61045+319308j),(204390+346978j),(10785+287753j),(143995+338052j),(134143+291667j),(278073+270887j),(147186+260097j)
3.583322,-0.000000,(-397888-37287j),(-408807-66203j),(-419677+123632j),(-381712-30293j),(-289653-184728j),(-295447-129612j),(-369588-57514j),(-261665-115968j),(-316944-95704j),(-322134-34390j),(-337883+35506j),(-307722+9854j)
3.583322,-0.000000,(305928-182518j),(355796-220761j),(240527-332636j),(292678-202799j),(352571-18598j),(321348-49429j),(361072-166840j),(255146-16577j),(346665-122880j),(287019-105091j),(283349-257140j),(258974-129751j)
3.583322,-0.000000,(99204+332440j),(156726+384387j),(265499+294873j),(147888+334280j),(-46941+349041j),(-49760+327219j),(112053+374169j),(-63084+304406j),(53822+353496j),(51346+326607j),(198744+320326j),(74596+295342j)
3.583322,-0.000000,(-362736-166275j),(-374312-198112j),(-436049-16143j),(-365329-152018j),(-205211-282766j),(-225974-235296j),(-330067-182240j),(-207733-222902j),(-265291-209654j),(-287958-152736j),(-334682-90226j),(-289880-106121j)
3.583322,-0.000000,(150481+379070j),(141693+395216j),(302560+324458j),(161807+342066j),(-62446+348052j),(17138+329396j),(78796+365012j),(44073+279489j),(43436+338810j),(101068+310275j),(174493+288951j),(160007+281519j)
3.583322,-0.000000,(355860+188383j),(355723+206822j),(432080+52192j),(334351+144316j),(170908+301533j),(226519+235628j),(284310+224071j),(222891+173311j),(247773+228556j),(268702+163675j),(314552+104046j),(301848+110073j)
3.583322,-0.000000,(305832+266037j),(307068+289310j),(412433+149273j),(301615+224289j),(98101+332735j),(173505+294967j),(226041+289431j),(176224+218436j),(189255+287454j),(222737+223339j),(287223+181603j),(261884+184450j)
3.583322,-0.000000,(405829-79951j),(412853-59692j),(373706-233891j),(357794-105246j),(323525+135394j),(340843+43758j),(363346+7200j),(297220-16992j),(345908+33658j),(312120-41062j),(322244-112058j),(313906-95816j)
3.583322,1.790785,(213175-359739j),(218958-344818j),(72737-433445j),(141023-340172j),(320062-145332j),(254268-228222j),(245563-260434j),(186954-246582j),(258862-230470j),(168685-262728j),(128716-314504j),(133419-306163j)
3.583322,1.790785,(-97719-414407j),(-85531-391150j),(-254717-361191j),(-146471-337357j),(135123-326373j),(22460-345174j),(-2175-357175j),(-35767-321898j),(30864-346823j),(-68639-304608j),(-125842-317127j),(-119200-319837j)
3.583322,1.790785,(-127822-405711j),(-118500-381644j),(-281687-340499j),(-175592-318768j),(117939-337242j),(-1608-339311j),(-26945-359717j),(-51995-312481j),(8292-348507j),(-87542-295622j),(-148657-304796j),(-143644-310796j)
